日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2021-02-01,2021-01-29,512690.SH,酒ETF,399987.SZ,中证酒指数,10,2021-01-19,2021-02-01,9653.9314,10024.381,0.00279682944957053,0.0383729264950028,0.0831610146138492,0.106366297440726,0.0040815861132386,0.461429272757001,1,0.0476190476190476
2021-02-01,2021-01-29,159901.SZ,易方达深证100ETF,399330.SZ,深证100指数,10,2021-01-19,2021-02-01,7304.7427,7412.3576,-0.00160553863264292,0.0147321958376441,0.0610055732199191,0.0487359460838579,0.000717987502040257,0.241489343679076,2,0.0952380952380952
2021-02-01,2021-01-29,510150.SH,招商上证消费80ETF,000069.SH,上证消费80指数,10,2021-01-19,2021-02-01,8208.2728,8443.2495,0.0011893174639521,0.028626814157541,0.0564755160262325,0.0248627849502544,0.00071174232420984,0.506888934741987,3,0.142857142857143
2021-02-01,2021-01-29,159949.SZ,华安创业板50ETF,399673.SZ,创业板50指数,10,2021-01-19,2021-02-01,2999.1203,3078.0738,-0.00159317870131301,0.0263255528629511,0.0818081540766569,0.0240363800026664,0.000632770992394175,0.321796196969354,4,0.19047619047619
2021-02-01,2021-01-29,512290.SH,国泰中证生物医药ETF,930726.CSI,中证生物医药指数,10,2021-01-19,2021-02-01,4790.1524,4915.73,-0.00135196194748074,0.0262157838652481,0.0833999967938358,0.0150925056845572,0.000395661867011381,0.314337948118312,5,0.238095238095238
2021-02-01,2021-01-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,10,2021-01-19,2021-02-01,5272.7418,5407.0984,-0.000769833002433798,0.0254813539324077,0.070310007840859,0.00607603636662424,0.000154825633164133,0.362414323577985,6,0.285714285714286
2021-02-01,2021-01-29,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,10,2021-01-19,2021-02-01,7068.5109,7095.429,-0.000421664823012028,0.00380817125145838,0.0388164955457806,0.0137793612125069,5.24741672329294e-05,0.0981070340821207,7,0.333333333333333
2021-02-01,2021-01-29,159905.SZ,红利ETF工银,399324.SZ,深证红利指数,10,2021-01-19,2021-02-01,14062.3066,14279.8169,-0.000262060135874109,0.015467611835458,0.0521530545124242,0.00269109741225759,4.16248501842059e-05,0.296581129908186,8,0.380952380952381
2021-02-01,2021-01-29,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,10,2021-01-19,2021-02-01,1381.6922,1392.5942,0.000255044361596994,0.00789032463236028,0.0535827677448518,0.00442612845195245,3.49235903504311e-05,0.147254891160757,9,0.428571428571429
2021-02-01,2021-01-29,512580.SH,广发中证环保ETF,000827.SH,中证环保产业指数,10,2021-01-19,2021-02-01,1987.3258,2024.4317,0.000406617723305363,0.0186712717159914,0.0843948813258269,0.00146508868218898,2.73550688731741e-05,0.221237016068621,10,0.476190476190476
2021-02-01,2021-01-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,10,2021-01-19,2021-02-01,5437.5234,5417.6484,-0.00247531726597187,-0.00365515668401539,0.044268184306636,0.210360147596836,-0.000768899299539039,-0.0825684798521873,11,0.523809523809524
2021-02-01,2021-01-29,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,10,2021-01-19,2021-02-01,6476.3736,6393.278,-0.00324439170413101,-0.0128305754319052,0.0366277105523648,0.363245142255478,-0.00466064419798206,-0.350296953820305,12,0.571428571428571
2021-02-01,2021-01-29,515000.SH,华宝中证科技龙头ETF,931087.CSI,中证科技龙头指数,10,2021-01-19,2021-02-01,5300.1663,5102.6711,-0.00767630919536606,-0.0372620760974991,0.0692788697196356,0.5141571945784,-0.019158564510457,-0.537856293676483,13,0.619047619047619
2021-02-01,2021-01-29,512950.SH,华夏中证央企ETF,000860.CSI,中证央企结构调整指数,10,2021-01-19,2021-02-01,1164.9372,1122.1537,-0.00600453526032506,-0.0367260140718315,0.0435893603559766,0.620122323645388,-0.0227746211844574,-0.842545377401849,14,0.666666666666667
2021-02-01,2021-01-29,512720.SH,国泰中证计算机主题ETF,930651.CSI,中证计算机主题指数,10,2021-01-19,2021-02-01,9486.2365,9123.1175,-0.0067600323198551,-0.0382785101341296,0.0527917772535419,0.6454438471002,-0.0247066288422366,-0.725084703064462,15,0.714285714285714
2021-02-01,2021-01-29,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,10,2021-01-19,2021-02-01,2610.8915,2504.4403,-0.00586563829788853,-0.0407719738640997,0.0222889884687341,0.919777511621166,-0.0375011446646049,-1.82924289818233,16,0.761904761904762
2021-02-01,2021-01-29,159930.SZ,汇添富中证能源ETF,000928.SH,中证能源指数,10,2021-01-19,2021-02-01,1643.096,1558.1794,-0.00703187154589238,-0.0516808512710152,0.0378095533443771,0.855206255051473,-0.044197787273357,-1.36687283238433,17,0.80952380952381
2021-02-01,2021-01-29,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,10,2021-01-19,2021-02-01,924.4348,863.7392,-0.0095069000186177,-0.0656569830560252,0.0454691092417101,0.856491526358263,-0.0562346496337336,-1.44399096773588,18,0.857142857142857
2021-02-01,2021-01-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,10,2021-01-19,2021-02-01,13153.5052,12009.9659,-0.0136635679914785,-0.0869379897306766,0.077865339807069,0.732447623746047,-0.0636775239914923,-1.11651718140687,19,0.904761904761905
2021-02-01,2021-01-29,512760.SH,国泰CES半导体芯片行业ETF,990001.CSI,中华交易服务半导体芯片行业指数,10,2021-01-19,2021-02-01,9995.7849,9165.0706,-0.0122390039673501,-0.0831064602040408,0.0454844850726586,0.872624389115127,-0.0725207240670717,-1.82713864016012,20,0.952380952380952
2021-02-01,2021-01-29,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,10,2021-01-19,2021-02-01,5236.1314,4774.3092,-0.010642377748791,-0.0881991234979321,0.0263715470890734,0.961636006425756,-0.0848154528908035,-3.34448044326061,21,1
2021-02-02,2021-01-29,512690.SH,酒ETF,399987.SZ,中证酒指数,10,2021-01-20,2021-02-02,9751.2378,10458.1817,0.00264311855814054,0.0724978627841482,0.0918272664027319,0.0982836408776903,0.00712535391027728,0.78950256959834,1,0.0476190476190476
2021-02-02,2021-01-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,10,2021-01-20,2021-02-02,5431.6244,5566.0213,-0.00333668214164364,0.0247434082518667,0.0699918918988484,0.159621536966475,0.00394958085495194,0.35351820876089,2,0.0952380952380952
2021-02-02,2021-01-29,512290.SH,国泰中证生物医药ETF,930726.CSI,中证生物医药指数,10,2021-01-20,2021-02-02,4895.182,4981.9307,-0.00426675115888009,0.0177212410079952,0.081676779979809,0.185346438415709,0.00328456890513832,0.216967919307985,3,0.142857142857143
2021-02-02,2021-01-29,159901.SZ,易方达深证100ETF,399330.SZ,深证100指数,10,2021-01-20,2021-02-02,7428.1753,7596.941,-0.00244733312630177,0.0227196711418483,0.0636981018274899,0.129392527449449,0.00293975567186406,0.356677365416299,4,0.19047619047619
2021-02-02,2021-01-29,159949.SZ,华安创业板50ETF,399673.SZ,创业板50指数,10,2021-01-20,2021-02-02,3128.8304,3158.3148,-0.00462918033339674,0.00942345740440276,0.0737592896477611,0.288824648769896,0.00272172677502471,0.127759600850342,5,0.238095238095238
2021-02-02,2021-01-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,10,2021-01-20,2021-02-02,5476.4336,5501.0915,-0.00290782540874192,0.00450254705909336,0.0465422392656804,0.300672644477491,0.00135379273114195,0.0967410921806138,6,0.285714285714286
2021-02-02,2021-01-29,512580.SH,广发中证环保ETF,000827.SH,中证环保产业指数,10,2021-01-20,2021-02-02,2064.4338,2077.8086,-0.00375899931925841,0.00647867710749561,0.0791140703695499,0.186516008204193,0.00120837699253397,0.0818903271849501,7,0.333333333333333
2021-02-02,2021-01-29,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,10,2021-01-20,2021-02-02,6990.1419,7004.0297,0.000864621201895661,0.00198676939591169,0.039455126301507,0.070887294126164,0.000140836706528853,0.0503551650228986,8,0.380952380952381
2021-02-02,2021-01-29,159905.SZ,红利ETF工银,399324.SZ,深证红利指数,10,2021-01-20,2021-02-02,14081.8795,14609.5305,0.000191583177573395,0.0374702112739995,0.056291802060229,0.00126639306715293,4.74520157821484e-05,0.665642418658201,9,0.428571428571429
2021-02-02,2021-01-29,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,10,2021-01-20,2021-02-02,1382.3694,1385.3127,-0.000232040228742568,0.00212917039396254,0.0539495749073823,0.00372836819227718,7.93833117278821e-06,0.039465934580908,10,0.476190476190476
2021-02-02,2021-01-29,510150.SH,招商上证消费80ETF,000069.SH,上证消费80指数,10,2021-01-20,2021-02-02,8344.9767,8714.2808,6.07561820997961e-05,0.044254659213129,0.0623875554902865,8.50747825997811e-05,3.76495551158435e-06,0.70935074896498,11,0.523809523809524
2021-02-02,2021-01-29,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,10,2021-01-20,2021-02-02,6535.4185,6454.7853,-0.00415390338177828,-0.0123378785918606,0.0367929834221743,0.583226805840801,-0.00719578152198248,-0.335332377108209,12,0.571428571428571
2021-02-02,2021-01-29,512720.SH,国泰中证计算机主题ETF,930651.CSI,中证计算机主题指数,10,2021-01-20,2021-02-02,9499.7002,9245.2758,-0.00701695828195247,-0.0267823609844025,0.0555095646306094,0.682690236300798,-0.018284056349135,-0.48248191393009,13,0.619047619047619
2021-02-02,2021-01-29,515000.SH,华宝中证科技龙头ETF,931087.CSI,中证科技龙头指数,10,2021-01-20,2021-02-02,5360.1327,5183.7429,-0.00877563225396671,-0.0329077300642202,0.0705533148886116,0.644504504475047,-0.0212091802584389,-0.466423585003404,14,0.666666666666667
2021-02-02,2021-01-29,512950.SH,华夏中证央企ETF,000860.CSI,中证央企结构调整指数,10,2021-01-20,2021-02-02,1173.6772,1135.1819,-0.00678472484064743,-0.0327988820094657,0.0449856184563253,0.740331369757359,-0.0242820412445777,-0.729097056680654,15,0.714285714285714
2021-02-02,2021-01-29,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,10,2021-01-20,2021-02-02,2602.8624,2510.206,-0.005189020179859,-0.0355978863884622,0.023324701377261,0.839214039788743,-0.029874246044002,-1.5261883019504,16,0.761904761904762
2021-02-02,2021-01-29,159930.SZ,汇添富中证能源ETF,000928.SH,中证能源指数,10,2021-01-20,2021-02-02,1644.1442,1563.3332,-0.00699232449629358,-0.0491507983302194,0.0384110029856483,0.851409747573323,-0.0418474687993594,-1.27960205435364,17,0.80952380952381
2021-02-02,2021-01-29,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,10,2021-01-20,2021-02-02,926.1496,865.6303,-0.0097877863867838,-0.0653450587248539,0.0455469742335714,0.877159089806962,-0.0573180122344753,-1.43467397833619,18,0.857142857142857
2021-02-02,2021-01-29,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,10,2021-01-20,2021-02-02,5158.689,4792.3059,-0.00895840620252613,-0.0710225214196862,0.0291046374261655,0.912501736514984,-0.0648081741271363,-2.44024759284016,19,0.904761904761905
