日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2024-01-02,2023-12-29,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,40,2023-11-07,2024-01-02,2045.3984,2304.0425,0.00217330361828526,0.126451697625265,0.075037715805757,0.715925466393913,0.0905299905986696,1.68517519846417,1,0.0208333333333333
2024-01-02,2023-12-29,159611.SZ,广发中证全指电力ETF,H30199.CSI,中证全指电力公用事业指数,40,2023-11-07,2024-01-02,2521.7545,2601.7385,0.000232725795557196,0.031717599790146,0.034140896451249,0.141498108126901,0.00448798036463185,0.929020707919507,2,0.0416666666666667
2024-01-02,2023-12-29,517180.SH,南方富时中国国企开放共赢ETF,GPCCH0.FS,富时中国国企开放共赢指数,40,2023-11-08,2024-01-02,1304.92,1325.37,-0.000529198866297396,0.0156714587867455,0.0395144577133857,0.21209797501461,0.00332388467419364,0.396600629076499,3,0.0625
2024-01-02,2023-12-29,510410.SH,博时上证自然资源ETF,000068.SH,上证自然资源指数,40,2023-11-07,2024-01-02,2497.6236,2570.4536,-0.000410665331058148,0.0291597180616006,0.0487477473877478,0.106742725817412,0.00311258778996246,0.598175702964473,4,0.0833333333333333
2024-01-02,2023-12-29,560080.SH,汇添富中证中药ETF,930641.CSI,中证中药指数,40,2023-11-07,2024-01-02,11059.2537,11182.1116,-0.000387506903590268,0.0111090588327856,0.0634646483746798,0.0509041132958457,0.000565496789434331,0.175043258212043,5,0.104166666666667
2024-01-02,2023-12-29,515100.SH,景顺长城中证红利低波动100ETF,930955.CSI,中证红利低波动100指数,40,2023-11-07,2024-01-02,10612.8669,10623.9263,-0.0004551965065927,0.00104207469142925,0.0279359141998671,0.252972607909701,0.000263616352327554,0.0373023300391654,6,0.125
2024-01-02,2023-12-29,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,40,2023-11-07,2024-01-02,2338.4255,2388.8481,-1.9237643884039e-05,0.0215626283582695,0.0615305821662446,0.000205515945758128,4.43146396008079e-06,0.350437580779118,7,0.145833333333333
2024-01-02,2023-12-29,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,40,2023-11-07,2024-01-02,2797.8544,2838.8685,-1.03803354072524e-05,0.0146591259359314,0.0355528960821551,0.000267811034439736,3.92587568088415e-06,0.412318757438419,8,0.166666666666667
2024-01-02,2023-12-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,40,2023-11-07,2024-01-02,4676.6574,4635.2857,-0.00132633293926941,-0.00884642522670143,0.0654691423150973,0.414246980427421,-0.00366460493773803,-0.135123585155956,9,0.1875
2024-01-02,2023-12-29,515450.SH,南方标普中国A股大盘红利低波50ETF,SPCLLHCP.GI,标普中国A股大盘红利低波50指数,40,2023-11-07,2024-01-02,3029.48,3005.53,-0.000650934558386142,-0.00790564717377229,0.0255556100923648,0.562722328303586,-0.00444868418437181,-0.309350750977933,10,0.208333333333333
2024-01-02,2023-12-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,40,2023-11-07,2024-01-02,10022.1137,9891.2161,-0.00188068725790931,-0.0130608775671743,0.0760152217701009,0.598312518091933,-0.00781448654570652,-0.171819239134438,11,0.229166666666667
2024-01-02,2023-12-29,159869.SZ,华夏中证动漫游戏ETF,930901.CSI,中证动漫游戏指数,40,2023-11-07,2024-01-02,1660.0681,1525.3317,-0.00158918986745551,-0.0811631763781256,0.176026517072137,0.12013806686936,-0.0097507871110449,-0.461084941792404,12,0.25
2024-01-02,2023-12-29,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,40,2023-11-07,2024-01-02,931.2746,915.5684,-0.00153500047847525,-0.0168652726059532,0.051878195185538,0.597734660162009,-0.0100809579896591,-0.325093664990386,13,0.270833333333333
2024-01-02,2023-12-29,516910.SH,富国中证现代物流ETF,930716.CSI,中证现代物流指数,40,2023-11-07,2024-01-02,1010.9838,986.7089,-0.000980038632206288,-0.0240111661532064,0.0412211457333719,0.613561115987767,-0.014732317901129,-0.582496331094636,14,0.291666666666667
2024-01-02,2023-12-29,515900.SH,博时央企创新ETF,000861.CSI,中证央企创新驱动指数,40,2023-11-07,2024-01-02,2155.0933,2104.5568,-0.001269470004453,-0.0234497968139014,0.0448688216924268,0.721951479060189,-0.016929615493457,-0.522630101023119,15,0.3125
2024-01-02,2023-12-29,515880.SH,国泰中证全指通信设备ETF,931160.CSI,中证全指通信设备指数,40,2023-11-07,2024-01-02,5362.581,5142.6635,-0.00171531845645438,-0.0410096369639918,0.104674192636918,0.521472252104979,-0.0213853877456204,-0.391783647247622,16,0.333333333333333
2024-01-02,2023-12-29,510210.SH,上证综指ETF,000001.SH,上证综合指数,40,2023-11-07,2024-01-02,3057.2697,2962.2762,-0.00141291928633601,-0.0310713510162351,0.0371432266239287,0.797067412321515,-0.024765961351844,-0.836528052094917,17,0.354166666666667
2024-01-02,2023-12-29,159819.SZ,易方达中证人工智能主题ETF,930713.CSI,中证人工智能主题指数,40,2023-11-07,2024-01-02,2708.7716,2565.3744,-0.00161772047471315,-0.0529380919380578,0.0988651023454408,0.492324076026729,-0.0260626972000223,-0.535457817593601,18,0.375
2024-01-02,2023-12-29,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,40,2023-11-07,2024-01-02,5611.0983,5409.4554,-0.00157234126364211,-0.0359364404647838,0.0478037713611821,0.756017674290292,-0.0271685841424574,-0.75174906584808,19,0.395833333333333
