月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2025-06-30,2025-03-31,000819.SH,中证申万有色金属指数,5254.7777,-0.00814810132357147
2025-06-30,2025-04-01,000819.SH,中证申万有色金属指数,5266.4894,0.00222877173281777
2025-06-30,2025-04-02,000819.SH,中证申万有色金属指数,5212.9049,-0.0101746146113956
2025-06-30,2025-04-03,000819.SH,中证申万有色金属指数,5135.9333,-0.014765586841993
2025-06-30,2025-04-07,000819.SH,中证申万有色金属指数,4712.1121,-0.0825207757273638
2025-06-30,2025-04-08,000819.SH,中证申万有色金属指数,4696.0677,-0.00340492748464127
2025-06-30,2025-04-09,000819.SH,中证申万有色金属指数,4755.7012,0.0126986031312966
2025-06-30,2025-04-10,000819.SH,中证申万有色金属指数,4922.9459,0.0351672010007691
2025-06-30,2025-04-11,000819.SH,中证申万有色金属指数,4968.4279,0.00923877713139198
2025-06-30,2025-04-14,000819.SH,中证申万有色金属指数,5081.0746,0.0226725037108821
2025-06-30,2025-04-15,000819.SH,中证申万有色金属指数,5048.1456,-0.00648071571316822
2025-06-30,2025-04-16,000819.SH,中证申万有色金属指数,5047.3267,-0.000162217983570079
2025-06-30,2025-04-17,000819.SH,中证申万有色金属指数,5017.0824,-0.0059921423354663
2025-06-30,2025-04-18,000819.SH,中证申万有色金属指数,5003.8337,-0.00264071803963195
2025-06-30,2025-04-21,000819.SH,中证申万有色金属指数,5191.3041,0.0374653538146161
2025-06-30,2025-04-22,000819.SH,中证申万有色金属指数,5171.046,-0.00390231425664311
2025-06-30,2025-04-23,000819.SH,中证申万有色金属指数,5094.7958,-0.0147456046610299
2025-06-30,2025-04-24,000819.SH,中证申万有色金属指数,5065.0618,-0.00583615147048666
2025-06-30,2025-04-25,000819.SH,中证申万有色金属指数,5074.6939,0.0019016747238898
2025-06-30,2025-04-28,000819.SH,中证申万有色金属指数,5056.0248,-0.00367886228566416
2025-06-30,2025-04-29,000819.SH,中证申万有色金属指数,5045.9082,-0.0020008999955855
2025-06-30,2025-04-30,000819.SH,中证申万有色金属指数,5033.8014,-0.00239933021373628
2025-06-30,2025-05-06,000819.SH,中证申万有色金属指数,5150.8794,0.023258366927229
2025-06-30,2025-05-07,000819.SH,中证申万有色金属指数,5166.172,0.00296892992680031
2025-06-30,2025-05-08,000819.SH,中证申万有色金属指数,5127.9576,-0.0073970436911508
2025-06-30,2025-05-09,000819.SH,中证申万有色金属指数,5113.0849,-0.00290031649247646
2025-06-30,2025-05-12,000819.SH,中证申万有色金属指数,5155.642,0.00832317491931334
2025-06-30,2025-05-13,000819.SH,中证申万有色金属指数,5170.023,0.00278937133338597
2025-06-30,2025-05-14,000819.SH,中证申万有色金属指数,5214.1731,0.00853963318925266
2025-06-30,2025-05-15,000819.SH,中证申万有色金属指数,5150.6988,-0.0121734163370986
2025-06-30,2025-05-16,000819.SH,中证申万有色金属指数,5141.1768,-0.00184868119254034
2025-06-30,2025-05-19,000819.SH,中证申万有色金属指数,5113.4671,-0.0053897582358966
2025-06-30,2025-05-20,000819.SH,中证申万有色金属指数,5133.9,0.0039958993771565
