日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2023-01-03,2022-12-30,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,20,2022-12-07,2023-01-03,1068.6845,1186.0191,0.00639544252622826,0.109793489098045,0.11062750643571,0.407947906975989,0.0447900240771386,0.992461031035268,0.40487240036607,1,0.032258064516129
2023-01-03,2022-12-30,513330.SH,华夏恒生互联网科技业ETF(QDII),HSIII.HK,恒生互联网科技业指数,20,2022-12-02,2023-01-03,2432.18,2744.47,0.00225088045744129,0.128399213873973,0.157007014652138,0.188776065465834,0.0242386984040347,0.817792849309645,0.154379716458768,2,0.0645161290322581
2023-01-03,2022-12-30,159766.SZ,富国中证旅游主题ETF,930633.CSI,中证旅游主题指数,20,2022-12-06,2023-01-03,4466.5062,4588.6104,0.00136087935920942,0.0273377433126589,0.0681435053377441,0.193172466413771,0.0052808993018929,0.401178999776473,0.0774967368602309,3,0.0967741935483871
2023-01-03,2022-12-30,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,20,2022-12-02,2023-01-03,791.2459,810.4118,-0.00130232723081235,0.024222431989853,0.0849988290238051,0.170264045057233,0.00412420925171608,0.284973713968097,0.0485207772751909,4,0.129032258064516
2023-01-03,2022-12-30,512690.SH,酒ETF,399987.SZ,中证酒指数,20,2022-12-06,2023-01-03,8254.8337,8449.9825,0.00128541317628134,0.0236405489307436,0.0786767954458206,0.151995067806091,0.0035932468377016,0.300476764423168,0.0456709861826544,5,0.161290322580645
2023-01-03,2022-12-30,515230.SH,国泰中证全指软件ETF,H30202.CSI,中证全指软件指数,20,2022-12-06,2023-01-03,14048.6676,14235.2912,-0.00173733841181566,0.0132840782708816,0.0801367698404631,0.140628030920003,0.00186811376982129,0.16576757832051,0.0233115681295907,6,0.193548387096774
2023-01-03,2022-12-30,513060.SH,博时恒生医疗保健(QDII-ETF),HSHCI.HK,恒生医疗保健指数,20,2022-12-02,2023-01-03,3569.23,3905.76,0.000688780908853076,0.0942864427341472,0.119382083724142,0.0193992554823266,0.00182908679111948,0.789787209209851,0.0153212838481356,7,0.225806451612903
2023-01-03,2022-12-30,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,20,2022-12-06,2023-01-03,931.8891,944.5474,-0.00115809286711182,0.0135834832707025,0.0537361457868725,0.123833868423002,0.00168209528007022,0.252781122869829,0.0313028643092811,8,0.258064516129032
2023-01-03,2022-12-30,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,20,2022-12-06,2023-01-03,5722.5969,5725.9286,-0.000556648302841365,0.000582200713805436,0.0471498524547928,0.0803310091688523,4.67687708788168e-05,0.0123478798658734,0.000991917650721361,9,0.290322580645161
2023-01-03,2022-12-30,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,20,2022-12-06,2023-01-03,10464.7006,10621.2744,0.000104519455511577,0.0149620907453387,0.0420039714057141,0.00153604760601034,2.2982483670287e-05,0.35620657391704,0.000547150255110413,10,0.32258064516129
2023-01-03,2022-12-30,515790.SH,华泰柏瑞中证光伏产业ETF,931151.CSI,中证光伏产业指数,20,2022-12-06,2023-01-03,4402.56,4301.3183,-0.00315065643688024,-0.0229960977249601,0.0932498438023122,0.250061770921967,-0.00575044492139815,-0.246607359189914,-0.0616670729614194,11,0.354838709677419
2023-01-03,2022-12-30,159915.SZ,易方达创业板ETF,399006.SZ,创业板指数,20,2022-12-06,2023-01-03,2393.2805,2356.4239,-0.00192259473348128,-0.0154000335522727,0.0411938160284516,0.437804643539149,-0.00674220619984369,-0.373843334680047,-0.163670347879085,12,0.387096774193548
2023-01-03,2022-12-30,515050.SH,华夏中证5G通信主题ETF,931079.CSI,中证5G通信主题指数,20,2022-12-06,2023-01-03,708.0289,694.8888,-0.00209634975911171,-0.0185587057251477,0.0587201987156593,0.442532281619174,-0.00821282638844846,-0.316053183249848,-0.139863736296558,13,0.419354838709677
2023-01-03,2022-12-30,588000.SH,华夏上证科创板50成份ETF,000688.SH,上证科创板50成份指数,20,2022-12-06,2023-01-03,1003.1362,979.9129,-0.00299864565855776,-0.0231506947909965,0.0574666576271557,0.460944624666352,-0.0106711883212012,-0.402854381077781,-0.185693561481093,14,0.451612903225806
2023-01-03,2022-12-30,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,20,2022-12-06,2023-01-03,3968.1979,3887.8992,-0.00187010697466829,-0.0202355583122505,0.031644575813862,0.584408822535331,-0.0118258388066074,-0.639463724566227,-0.373708242327806,15,0.483870967741935
2023-01-03,2022-12-30,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,20,2022-12-06,2023-01-03,11727.461,11352.5432,-0.00319893047991049,-0.0319692216414107,0.0601961080348224,0.504698020952325,-0.0161348028938062,-0.531084528304007,-0.268037310393431,16,0.516129032258065
2023-01-03,2022-12-30,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,20,2022-12-06,2023-01-03,2832.28,2737.6778,-0.00266726580752667,-0.0334014292372224,0.0401260392179887,0.761011283836348,-0.0254188645457876,-0.83241281442621,-0.633475544588318,17,0.548387096774194
2023-01-03,2022-12-30,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,20,2022-12-06,2023-01-03,2931.1101,2792.4728,-0.00282903590624844,-0.0472985644585646,0.069438527878606,0.543756834004678,-0.0257189176629553,-0.681157361821567,-0.370383970523075,18,0.580645161290323
2023-01-03,2022-12-30,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,20,2022-12-06,2023-01-03,6211.2515,5955.8969,-0.00374906721432712,-0.04111161816584,0.0370749038902651,0.723679159102944,-0.0297516212636164,-1.10887996601482,-0.802473321351708,19,0.612903225806452
2023-01-03,2022-12-30,515250.SH,富国中证智能汽车主题ETF,930721.CSI,中证智能汽车主题指数,20,2022-12-06,2023-01-03,4270.3882,4089.6816,-0.00358174315094662,-0.0423161997309753,0.0692753048469194,0.730275563470828,-0.0309024866024821,-0.610841046812905,-0.446082289652404,20,0.645161290322581
2023-01-03,2022-12-30,159745.SZ,国泰中证全指建筑材料ETF,931009.CSI,中证全指建筑材料指数,20,2022-12-06,2023-01-03,8560.9282,8177.1909,-0.00318410217125594,-0.0448242633316327,0.0661159348595599,0.729894785763342,-0.0327169960814417,-0.677964600014295,-0.494842826482564,21,0.67741935483871
