日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2025-01-02,2024-12-31,513030.SH,华安德国(DAX)ETF,GDAXI.GI,德国法兰克福DAX指数,40,2024-11-01,2025-01-02,19254.97,20024.66,0.00175991009651424,0.0399735756534545,0.0505371203721863,0.640728967314203,0.0256122278482941,0.790974542258535,0.506800301633135,1,0.0909090909090909
2025-01-02,2024-12-31,159941.SZ,广发纳指100ETF,XNDX.GI,纳斯达克100总收益指数,40,2024-11-05,2025-01-02,24393.6516,25332.0812,0.00113624691944114,0.0384702387075169,0.0725570981404906,0.404174829013344,0.0155487021517132,0.530206412514291,0.214296086119742,2,0.181818181818182
2025-01-02,2024-12-31,159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),SPSIOP.GI,标普石油天然气勘探及生产精选行业指数,40,2024-11-05,2025-01-02,5134.59,5214.34,-0.00287771101226995,0.0155319119929731,0.10211802332352,0.502881062688278,0.00781070440860713,0.152097656099027,0.0764870309314749,3,0.272727272727273
2025-01-02,2024-12-31,513880.SH,华安日经225ETF,N225.GI,东京日经225指数,40,2024-11-05,2024-12-30,38474.9,39894.54,0.000498238788578533,0.0368978216967426,0.0571477755389016,0.170556184773277,0.00629315169504105,0.645656306808049,0.110120676363985,4,0.363636363636364
2025-01-02,2024-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),40,2024-11-07,2025-01-02,4618.285,4658.453,0.00040880679836353,0.0086976009492703,0.0632839825457793,0.0689255347055707,0.000599486796084135,0.137437635865892,0.00947296254072616,5,0.454545454545455
2025-01-02,2024-12-31,159691.SZ,港股红利ETF工,930839.CSI,中证港股通高股息精选指数,40,2024-11-05,2025-01-02,2943.904,2835.8533,8.28882295895062e-05,-0.0367032009195951,0.0667885299260372,0.00258012863123702,-9.46989795506923e-05,-0.549543476405917,-0.00141789285758443,6,0.545454545454545
2025-01-02,2024-12-31,513180.SH,华夏恒生科技ETF(QDII),HSTECH.HK,恒生科技指数,40,2024-11-05,2025-01-02,4693.85,4357.53,-0.000132228651036433,-0.0716512031701056,0.110000161258862,0.00320410525373493,-0.000229577996513765,-0.651373619366699,-0.00208706963595718,7,0.636363636363636
2025-01-02,2024-12-31,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,40,2024-11-07,2025-01-02,3472.3757,3201.2872,-0.000878272071345867,-0.0780700371794446,0.084309056378836,0.12755294558809,-0.00995806320440985,-0.925998232368337,-0.118113802147946,8,0.727272727272727
2025-01-02,2024-12-31,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,40,2024-11-08,2025-01-02,1238.0797,1079.3954,-0.00144626553277038,-0.128169696991236,0.114944273898749,0.206746995783439,-0.0264986998034117,-1.11505943396655,-0.230535188092567,9,0.818181818181818
2025-01-02,2024-12-31,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,40,2024-11-05,2025-01-02,1147.4228,971.7972,-0.00227757553388047,-0.15306092924073,0.170181222216223,0.315334769620812,-0.0482654328600729,-0.899399635561782,-0.283611976876916,10,0.909090909090909
