日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2022-01-04,2021-12-31,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,40,2021-11-09,2022-01-04,1148.9555,1385.6923,0.00295641501391756,0.206045229776088,0.121408450835842,0.514250437563523,0.10595884957023,1.69712428053863,0.872746903866671,1,0.0476190476190476
2022-01-04,2021-12-31,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,40,2021-11-09,2022-01-04,4078.184,4674.8489,0.00222269879066924,0.146306517803022,0.103720645321361,0.720911998324529,0.10547412411728,1.41058240960337,1.0169057837086,2,0.0952380952380952
2022-01-04,2021-12-31,515050.SH,华夏中证5G通信主题ETF,931079.CSI,中证5G通信主题指数,40,2021-11-09,2022-01-04,1014.5366,1108.3988,0.00179886399670294,0.0925173128303107,0.08888988440138,0.669084728705612,0.0619019211556407,1.04080811279438,0.696388813783626,3,0.142857142857143
2022-01-04,2021-12-31,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,40,2021-11-09,2022-01-04,1183.8205,1298.8914,0.00217942943570411,0.0972029965691588,0.0842662175074047,0.593074308390408,0.0576485999637291,1.15352272173148,0.684124690403522,4,0.19047619047619
2022-01-04,2021-12-31,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,40,2021-11-09,2022-01-04,1854.8198,1991.9206,0.00357601032648358,0.0739159674702632,0.129645989001816,0.708503779822563,0.052369742341923,0.570136940134939,0.403944177102074,5,0.238095238095238
2022-01-04,2021-12-31,515880.SH,国泰中证全指通信设备ETF,931160.CSI,中证全指通信设备指数,40,2021-11-09,2022-01-04,5467.3913,5890.683,0.00105275982720414,0.0774211459860208,0.0702387692636939,0.439065124012615,0.033992925063551,1.10225658560962,0.483962424454407,6,0.285714285714286
2022-01-04,2021-12-31,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,40,2021-11-09,2022-01-04,825.6157,869.1888,0.00159209984114837,0.0527764915323194,0.0675271240107726,0.585822434849248,0.0309176527722641,0.781559888792243,0.45785531703278,7,0.333333333333333
2022-01-04,2021-12-31,512690.SH,酒ETF,399987.SZ,中证酒指数,40,2021-11-09,2022-01-04,9235.6405,9718.3199,0.00299106808220147,0.0522626882239516,0.102861181047974,0.577543129617281,0.0301839565190732,0.508089521153531,0.293443612172756,8,0.380952380952381
2022-01-04,2021-12-31,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,40,2021-11-09,2022-01-04,7081.7539,7354.4562,0.00083357312215366,0.0385077346446621,0.0436673446846102,0.620797557624494,0.0239055076170583,0.88184282609319,0.547445872647333,9,0.428571428571429
2022-01-04,2021-12-31,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,40,2021-11-09,2022-01-04,10908.032,11518.3223,0.000775714381258156,0.0559487082546146,0.0758687686940904,0.231636476267551,0.0129597616318202,0.737440572947807,0.170818135774354,10,0.476190476190476
