日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2021-02-01,2021-01-29,159949.SZ,华安创业板50ETF,399673.SZ,创业板50指数,40,2020-12-07,2021-02-01,2559.8387,3078.0738,0.00660890324461477,0.202448341764659,0.127834617083705,0.886752718670676,0.179521617450181,1.58367386223794,1.40432710282718,1,0.04
2021-02-01,2021-01-29,512580.SH,广发中证环保ETF,000827.SH,中证环保产业指数,40,2020-12-07,2021-02-01,1689.9898,2024.4317,0.00634546733413457,0.197895809785361,0.159625390572241,0.800953532295445,0.158505347874052,1.23975145229668,0.992983304885433,2,0.08
2021-02-01,2021-01-29,510150.SH,招商上证消费80ETF,000069.SH,上证消费80指数,40,2020-12-07,2021-02-01,7340.886,8443.2495,0.00468296435242521,0.150167636440615,0.0960861965990997,0.777462795804132,0.116749750466419,1.56284296554227,1.21505226139332,3,0.12
2021-02-01,2021-01-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,40,2020-12-07,2021-02-01,4762.0847,5407.0984,0.00534475963673662,0.135447758835537,0.165605727255723,0.73498808130332,0.0995524883833659,0.817892962278914,0.601141579056867,4,0.16
2021-02-01,2021-01-29,515650.SH,富国中证消费50ETF,931139.CSI,中证消费50指数,40,2020-12-07,2021-02-01,24485.93,27836.45,0.00444161292054508,0.136834500466186,0.115487037820765,0.661504842387383,0.0905166846640408,1.18484726120132,0.7837822007741,5,0.2
2021-02-01,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,40,2020-12-08,2021-02-01,13689.5608,15633.2347,0.00399040355562392,0.14198219565963,0.150959646374476,0.568894546053851,0.0807728967475143,0.940530791304478,0.53506283756883,6,0.24
2021-02-01,2021-01-29,512690.SH,酒ETF,399987.SZ,中证酒指数,40,2020-12-07,2021-02-01,8550.9356,10024.381,0.00403713252514919,0.172313939541306,0.149107294457076,0.467640558935415,0.0805809869994596,1.15563722196643,0.540422836406951,7,0.28
2021-02-01,2021-01-29,515000.SH,华宝中证科技龙头ETF,931087.CSI,中证科技龙头指数,40,2020-12-07,2021-02-01,4692.4876,5102.6711,0.00445957732206361,0.0874128042448101,0.100697164375633,0.748531446385321,0.0654312327939646,0.868076124951567,0.649782277382561,8,0.32
2021-02-01,2021-01-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,40,2020-12-07,2021-02-01,5022.2351,5417.6484,0.00360556988280387,0.0787325348429029,0.0769599770980122,0.780914178681057,0.0614833527823232,1.02303220208386,0.798900351854591,9,0.36
2021-02-01,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,40,2020-12-04,2021-02-01,26835.92,28892.86,0.00345799170708436,0.0766487603182602,0.074376106331033,0.793223523003946,0.0607995996935354,1.03055623774001,0.817461449553821,10,0.4
2021-02-01,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,40,2020-12-03,2021-02-01,14575.3107,15499.2923,0.00174703183895602,0.0633936125972256,0.073778106953123,0.756898896916145,0.0479825554463695,0.859246939441053,0.650363060641507,11,0.44
2021-02-01,2021-01-29,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,40,2020-12-07,2021-02-01,6644.5219,7095.429,0.00225190026239909,0.0678614815010243,0.0722242635855161,0.564274348372519,0.0382924932535843,0.939593955439558,0.530188766940415,12,0.48
2021-02-01,2021-01-29,512950.SH,华夏中证央企ETF,000860.CSI,中证央企结构调整指数,40,2020-12-07,2021-02-01,1066.3743,1122.1537,0.00361664787679884,0.0523075246655889,0.0831762408737017,0.716667888703622,0.0374871232654002,0.628875795733721,0.450695088785297,13,0.52
2021-02-01,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),40,2020-12-03,2021-02-01,6668.59,6873.16,0.00115319995628468,0.0306766497865365,0.0541855476137952,0.657299461501556,0.0201637453853623,0.566140809449465,0.372124049185188,14,0.56
2021-02-01,2021-01-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,40,2020-12-07,2021-02-01,11581.3848,12009.9659,0.004811095843282,0.0370060323010768,0.17250851869078,0.419170506561751,0.0155118373054829,0.214517129831772,0.0899192539777569,15,0.6
2021-02-01,2021-01-29,512290.SH,国泰中证生物医药ETF,930726.CSI,中证生物医药指数,40,2020-12-07,2021-02-01,4776.8648,4915.73,0.00170878742234973,0.0290703643109178,0.104733869380501,0.494649463336274,0.0143796401053855,0.27756412021124,0.137296943103895,16,0.64
2021-02-01,2021-01-29,512720.SH,国泰中证计算机主题ETF,930651.CSI,中证计算机主题指数,40,2020-12-07,2021-02-01,9112.8204,9123.1175,0.00189060881468429,0.00112995752665102,0.0973615927553061,0.415100513771156,0.000469045949852422,0.0116057830883157,0.00481756652267646,17,0.68
