日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2024-01-02,2023-12-29,510410.SH,博时上证自然资源ETF,000068.SH,上证自然资源指数,5,2023-12-26,2024-01-02,2476.4889,2570.4536,0.00852530982807666,0.0379427099390592,0.00916849049044248,0.966955646009503,0.0366889176004742,4.1383813375399,1,0.0208333333333333
2024-01-02,2023-12-29,560080.SH,汇添富中证中药ETF,930641.CSI,中证中药指数,5,2023-12-26,2024-01-02,10810.1341,11182.1116,0.00783444490799173,0.0344100726743066,0.00818084335408724,0.967806428435989,0.0333022895371435,4.20617669657676,2,0.0416666666666667
2024-01-02,2023-12-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,5,2023-12-26,2024-01-02,4463.0148,4635.2857,0.0105920621293381,0.0385996703394307,0.0244848213847624,0.847105765336972,0.0326980032846382,1.57647342951222,3,0.0625
2024-01-02,2023-12-29,516150.SH,嘉实中证稀土产业ETF,930598.CSI,中证稀土产业指数,5,2023-12-26,2024-01-02,1413.2412,1468.8973,0.0113993854100688,0.0393818832906938,0.0290971466585072,0.824853192162992,0.0324842721457192,1.3534620336795,4,0.0833333333333333
2024-01-02,2023-12-29,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,5,2023-12-26,2024-01-02,888.0834,915.5684,0.00780377733782994,0.0309486699109567,0.00959076289181978,0.969062322886693,0.0299911899541652,3.22692472538901,5,0.104166666666667
2024-01-02,2023-12-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,5,2023-12-26,2024-01-02,9587.7867,9891.2161,0.0088593749412355,0.0316474916989966,0.0130784966306533,0.936103815903209,0.0296253377431959,2.41981112911873,6,0.125
2024-01-02,2023-12-29,159732.SZ,华夏国证消费电子主题ETF,980030.SZ,国证消费电子主题指数,5,2023-12-26,2024-01-02,4337.6093,4508.432,0.011950531513532,0.0393817626682051,0.0393279218719758,0.731390590287753,0.0288034506444707,1.00136902215186,7,0.145833333333333
2024-01-02,2023-12-29,159869.SZ,华夏中证动漫游戏ETF,930901.CSI,中证动漫游戏指数,5,2023-12-26,2024-01-02,1469.2837,1525.3317,0.0118773588997026,0.0381464791312938,0.0382816412104037,0.747285637171036,0.0285063159634605,0.996469271566308,8,0.166666666666667
2024-01-02,2023-12-29,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,5,2023-12-26,2024-01-02,2309.9381,2388.8481,0.00750504041517591,0.03416108855904,0.0211608978164198,0.793463997450998,0.0271055938853334,1.61434967719247,9,0.1875
2024-01-02,2023-12-29,562500.SH,华夏中证机器人ETF,H30590.CSI,中证机器人指数,5,2023-12-26,2024-01-02,1329.3834,1376.8621,0.0113093536462705,0.0357148283933741,0.0363170616163721,0.719226622670658,0.0256870554046286,0.983417347213838,10,0.208333333333333
2024-01-02,2023-12-29,515790.SH,华泰柏瑞中证光伏产业ETF,931151.CSI,中证光伏产业指数,5,2023-12-26,2024-01-02,2524.5501,2645.1452,0.0162313204243549,0.0477689470294134,0.0854292552372495,0.534602397186694,0.0255373935930086,0.559163800465684,11,0.229166666666667
