日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2022-01-04,2021-12-31,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,15,2021-12-14,2022-01-04,1259.4016,1385.6923,0.00402902058526138,0.100278338537922,0.0900506911445609,0.38347818283078,0.038454555039812,1.11357655630807,1,0.0344827586206897
2022-01-04,2021-12-31,159825.SZ,富国中证农业主题ETF,000949.CSI,中证农业主题指数,15,2021-12-14,2022-01-04,7279.1528,7621.4205,0.00290995331366449,0.0470202658748968,0.0431970405570941,0.537010290022842,0.0252503666144295,1.08850664926338,2,0.0689655172413793
2022-01-04,2021-12-31,515450.SH,南方标普中国A股大盘红利低波50ETF,SPCLLHCP.GI,标普中国A股大盘红利低波50指数,15,2021-12-14,2022-01-04,2831.28,2937.28,0.00197525457581001,0.0374388968946908,0.0284459543428453,0.666018007675901,0.0249349795193855,1.31614135505731,3,0.103448275862069
2022-01-04,2021-12-31,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,15,2021-12-14,2022-01-04,4439.1751,4674.8489,0.00213191596232955,0.0530895481009523,0.0622208568456468,0.268512303756731,0.0142551968659905,0.853243603389347,4,0.137931034482759
2022-01-04,2021-12-31,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,15,2021-12-14,2022-01-04,2738.0764,2837.4245,0.00118002689255195,0.0362839035462998,0.0331022259379514,0.337303944516237,0.0122387037886136,1.09611672684225,5,0.172413793103448
2022-01-04,2021-12-31,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,15,2021-12-14,2022-01-04,11297.4335,11518.3223,0.00215158983379547,0.0195521221700488,0.0484215939320967,0.37789207613032,0.00738859203959339,0.40378931345109,6,0.206896551724138
2022-01-04,2021-12-31,515050.SH,华夏中证5G通信主题ETF,931079.CSI,中证5G通信主题指数,15,2021-12-14,2022-01-04,1096.62,1108.3988,0.00137495490313583,0.0107410041764695,0.059657639108802,0.133706006439495,0.00143613677358568,0.180044070414526,7,0.241379310344828
2022-01-04,2021-12-31,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,15,2021-12-14,2022-01-04,1937.41,1991.9206,-0.000951257896231788,0.0281358101795695,0.0930645519903293,0.0303030926289044,0.000852602062060765,0.302325746783729,8,0.275862068965517
2022-01-04,2021-12-31,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,15,2021-12-14,2022-01-04,14637.8166,14732.8785,0.00131311905032448,0.0064942677311588,0.0503422673514527,0.0752060099113444,0.000488407963356453,0.129002289186154,9,0.310344827586207
2022-01-04,2021-12-31,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,15,2021-12-14,2022-01-04,1260.3407,1298.8914,-0.000319962524472583,0.0305875228817096,0.0515979097187969,0.00993860701746263,0.000303997369558958,0.592805465345561,10,0.344827586206897
2022-01-04,2021-12-31,159819.SZ,易方达中证人工智能主题ETF,930713.CSI,中证人工智能主题指数,15,2021-12-14,2022-01-04,3680.4395,3694.917,0.000599094450771604,0.00393363346958964,0.0419806513342269,0.0527776918790351,0.000207608095223062,0.0937011062137224,11,0.379310344827586
2022-01-04,2021-12-31,512960.SH,博时央企结构调整ETF,000860.CSI,中证央企结构调整指数,15,2021-12-14,2022-01-04,1265.605,1268.1221,-0.000293821984701915,0.00198885118184577,0.033732603502283,0.0381133965990101,7.5801873870098e-05,0.0589593145904428,12,0.413793103448276
2022-01-04,2021-12-31,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,15,2021-12-14,2022-01-04,7324.1331,7354.4562,5.28312867985196e-05,0.00414016233538961,0.0293751995951079,0.0013450204670149,5.56860307786323e-06,0.140940738870047,13,0.448275862068966
2022-01-04,2021-12-31,515880.SH,国泰中证全指通信设备ETF,931160.CSI,中证全指通信设备指数,15,2021-12-14,2022-01-04,5899.251,5890.683,-0.000461457639161356,-0.00145238776922696,0.0368191629711024,0.0503222997514415,-7.30874926783665e-05,-0.0394465178463418,14,0.482758620689655
2022-01-04,2021-12-31,510210.SH,上证综指ETF,000001.SH,上证综合指数,15,2021-12-14,2022-01-04,3661.5253,3632.3289,-0.000573705482916462,-0.0079738353849419,0.0263933152067215,0.18531972665359,-0.00147770899391816,-0.302115718411579,15,0.517241379310345
2022-01-04,2021-12-31,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,15,2021-12-14,2022-01-04,875.7383,869.1888,-0.00103229548594151,-0.00747883243201763,0.0369178591866673,0.25065428038934,-0.00187460136139984,-0.202580339076611,16,0.551724137931034
2022-01-04,2021-12-31,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,15,2021-12-14,2022-01-04,6329.5838,6266.6502,-0.00129274248729024,-0.00994277064473026,0.0193540589521934,0.695623502850309,-0.00691642494392449,-0.513730513547053,17,0.586206896551724
2022-01-04,2021-12-31,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,15,2021-12-14,2022-01-04,5049.6953,4917.7653,-0.00137928383557107,-0.0261263288499803,0.0332870412877237,0.371534239634127,-0.0097068257237086,-0.784879876350434,18,0.620689655172414
2022-01-04,2021-12-31,510150.SH,招商上证消费80ETF,000069.SH,上证消费80指数,15,2021-12-14,2022-01-04,7642.1321,7268.5577,-0.00134685187069477,-0.0488835308146531,0.0417795664695069,0.201501895042211,-0.00985012409550691,-1.17003441982413,19,0.655172413793103
2022-01-04,2021-12-31,510050.SH,华夏上证50ETF,000016.SH,上证50指数,15,2021-12-14,2022-01-04,3350.4973,3264.0657,-0.00128346327477047,-0.025796648157275,0.0320952649563674,0.395870367272228,-0.0102121285804129,-0.803752459820625,20,0.689655172413793
2022-01-04,2021-12-31,512170.SH,华宝中证医疗ETF,399989.SZ,中证医疗指数,15,2021-12-14,2022-01-04,14576.8658,13395.9207,-0.00200683838581606,-0.0810150217613994,0.0669240694631893,0.198670166790507,-0.0160952678858737,-1.2105513369291,21,0.724137931034483
2022-01-04,2021-12-31,512480.SH,国联安半导体ETF,H30184.CSI,中证全指半导体产品与设备指数,15,2021-12-14,2022-01-04,8511.0748,7999.0916,-0.00262449113854219,-0.0601549407132458,0.0547965663352604,0.349297806525117,-0.0210119888427852,-1.097786681472,22,0.758620689655172
2022-01-04,2021-12-31,588000.SH,华夏上证科创板50成份ETF,000688.SH,上证科创板50成份指数,15,2021-12-14,2022-01-04,1439.4694,1364.9894,-0.00291782058775148,-0.0517412874493893,0.0504154620504649,0.445106552152167,-0.0230303860605119,-1.02629799162799,23,0.793103448275862
2022-01-04,2021-12-31,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,15,2021-12-14,2022-01-04,14712.836,13751.3516,-0.00202523193981362,-0.0653500385649646,0.051329153486602,0.369032876768171,-0.0241163127285398,-1.27315636682032,24,0.827586206896552
2022-01-04,2021-12-31,512690.SH,酒ETF,399987.SZ,中证酒指数,15,2021-12-14,2022-01-04,10565.2011,9718.3199,-0.00385644330195601,-0.0801576034364362,0.0651900838565977,0.485980136216206,-0.0389550030368039,-1.22959810287656,25,0.862068965517241
2022-01-04,2021-12-31,515790.SH,华泰柏瑞中证光伏产业ETF,931151.CSI,中证光伏产业指数,15,2021-12-14,2022-01-04,5501.9819,5050.0029,-0.00575075234970707,-0.082148398198111,0.0979033232202449,0.513370085256469,-0.0421725301866467,-0.839076708492404,26,0.896551724137931
2022-01-04,2021-12-31,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,15,2021-12-14,2022-01-04,7117.7046,6617.1253,-0.00451584667318875,-0.0703287545819196,0.0654532492490492,0.611489355888046,-0.0430052848397064,-1.07448836213339,27,0.931034482758621
2022-01-04,2021-12-31,515030.SH,华夏中证新能源汽车ETF,399976.SZ,中证新能源汽车指数,15,2021-12-14,2022-01-04,6288.2523,5668.9574,-0.00659197246081311,-0.0984844230884311,0.074635956496278,0.668654266748139,-0.0658520297063084,-1.3195305280685,28,0.96551724137931
2022-01-04,2021-12-31,159949.SZ,华安创业板50ETF,399673.SZ,创业板50指数,15,2021-12-14,2022-01-04,3547.9127,3240.0739,-0.0055532858935036,-0.0867661709940044,0.058571777073483,0.803633360500628,-0.0697281895736838,-1.48136483694441,29,1
2022-01-05,2021-12-31,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,15,2021-12-15,2022-01-05,1259.6566,1386.7443,0.00537511919984371,0.100890750701421,0.0900063789523594,0.484610272988924,0.0488926942394733,1.12092889277129,1,0.0344827586206897
2022-01-05,2021-12-31,159825.SZ,富国中证农业主题ETF,000949.CSI,中证农业主题指数,15,2021-12-15,2022-01-05,7216.4815,7580.5936,0.00374148628242726,0.0504556271640135,0.0423412555860664,0.690705270368291,0.0348499676019217,1.19164220488108,2,0.0689655172413793
