日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2023-01-03,2022-12-30,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,15,2022-12-13,2023-01-03,10499.1483,10621.2744,0.00134076704539375,0.0116320006642825,0.0418912565879363,0.113698977856757,0.00132254658595804,0.277671323605801,1,0.0909090909090909
2023-01-03,2022-12-30,515230.SH,国泰中证全指软件ETF,H30202.CSI,中证全指软件指数,15,2022-12-13,2023-01-03,13562.1978,14235.2912,0.000733591649004086,0.0496301123111476,0.0704254492216944,0.0165416824906616,0.000820965559826877,0.704718434310804,2,0.181818181818182
2023-01-03,2022-12-30,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,15,2022-12-13,2023-01-03,5697.7186,5725.9286,6.49443799967098e-05,0.00495110446486424,0.0380450519865428,0.000620936889510926,3.07432340605646e-06,0.130137934010855,3,0.272727272727273
2023-01-03,2022-12-30,159928.SZ,汇添富中证主要消费ETF,000932.SH,中证主要消费指数,15,2022-12-13,2023-01-03,21515.1137,21231.8301,-0.000781869716548324,-0.0131667256771226,0.0551128970806788,0.0711317400721597,-0.000936572108466518,-0.238904618965105,4,0.363636363636364
2023-01-03,2022-12-30,516110.SH,国泰中证800汽车与零部件ETF,H30015.CSI,中证800汽车与零部件指数,15,2022-12-13,2023-01-03,7454.2052,7237.9109,-0.00343947893017713,-0.0290164134467348,0.0573730772478065,0.644912049589999,-0.0187130346676845,-0.505749644932008,5,0.454545454545455
2023-01-03,2022-12-30,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,15,2022-12-13,2023-01-03,654.9085,630.914,-0.00286544423590117,-0.0366379425522803,0.0367134745846683,0.555747189729222,-0.0203614336108904,-0.997942661836218,6,0.545454545454545
2023-01-03,2022-12-30,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,15,2022-12-13,2023-01-03,1025.6665,984.7251,-0.00323723595240647,-0.0399168735646529,0.038252665877995,0.62413044479328,-0.0249133360526639,-1.04350566551272,7,0.636363636363636
2023-01-03,2022-12-30,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,15,2022-12-13,2023-01-03,5670.0379,5437.0068,-0.00435890215900991,-0.0410986847195501,0.0482670718244304,0.606256057714329,-0.0249163265753186,-0.851484939236526,8,0.727272727272727
2023-01-03,2022-12-30,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,15,2022-12-13,2023-01-03,9359.2364,8992.4703,-0.00335766620692592,-0.0391876093652255,0.0329065136249053,0.723780736516389,-0.0283632367686794,-1.1908769738392,9,0.818181818181818
2023-01-03,2022-12-30,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,15,2022-12-13,2023-01-03,2310.4847,2172.9845,-0.0051745011873971,-0.0595114090130092,0.0499280100611322,0.745797909809415,-0.0443834844517154,-1.19194434026397,10,0.909090909090909
2023-01-03,2022-12-30,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,15,2022-12-13,2023-01-03,4356.0121,4094.5809,-0.00573289839064491,-0.0600161785592837,0.0503156607304462,0.841220819925691,-0.0504868589364473,-1.19279321165642,11,1
2023-01-04,2022-12-30,515230.SH,国泰中证全指软件ETF,H30202.CSI,中证全指软件指数,15,2022-12-14,2023-01-04,13622.0483,14256.3667,0.00266438810024084,0.0465655667951199,0.0704513056477477,0.15641982076087,0.00728377761172097,0.660961019344978,1,0.0909090909090909
2023-01-04,2022-12-30,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,15,2022-12-14,2023-01-04,10499.5265,10700.2297,0.0023539156087125,0.0191154524920718,0.0423801407075571,0.301572883640125,0.0057647021301199,0.451047405056472,2,0.181818181818182
2023-01-04,2022-12-30,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,15,2022-12-14,2023-01-04,5719.1105,5839.8361,0.00119195201127861,0.0211091567473649,0.0427136932698387,0.135377538679163,0.0028577056840509,0.494201159661149,3,0.272727272727273
2023-01-04,2022-12-30,159928.SZ,汇添富中证主要消费ETF,000932.SH,中证主要消费指数,15,2022-12-14,2023-01-04,21922.5988,21245.4866,-0.000957903147520749,-0.0308864932564473,0.0509168739474957,0.103212393027536,-0.00318786888122677,-0.606606236044593,4,0.363636363636364
2023-01-04,2022-12-30,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,15,2022-12-14,2023-01-04,4314.8985,4246.0568,-0.00437426842990567,-0.0159544193217986,0.0646249831307129,0.555610233475994,-0.00886443864435845,-0.246876959171171,5,0.454545454545455
2023-01-04,2022-12-30,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,15,2022-12-14,2023-01-04,9401.247,9149.7204,-0.00251963213697435,-0.0267545996823612,0.0381612101489541,0.486603735935186,-0.0130188881588873,-0.701094110431254,6,0.545454545454545
2023-01-04,2022-12-30,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,15,2022-12-14,2023-01-04,1015.4756,984.8065,-0.00242013934319631,-0.0302017104103732,0.0375616843898244,0.47380002739039,-0.0143095712196715,-0.804056338286976,7,0.636363636363636
2023-01-04,2022-12-30,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,15,2022-12-14,2023-01-04,660.3396,633.1372,-0.00234880008611307,-0.0411945611015908,0.0354760887443714,0.443286277748157,-0.0182609836541932,-1.16119230049357,8,0.727272727272727
2023-01-04,2022-12-30,516110.SH,国泰中证800汽车与零部件ETF,H30015.CSI,中证800汽车与零部件指数,15,2022-12-14,2023-01-04,7425.9287,7164.2987,-0.00357432909723469,-0.0352319569133488,0.0579402805038325,0.670406292429193,-0.0236197256093033,-0.608073633868899,9,0.818181818181818
2023-01-04,2022-12-30,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,15,2022-12-14,2023-01-04,5665.9495,5342.032,-0.00365298573641047,-0.0571691470246954,0.0503090207983991,0.518603525977162,-0.0296481212241138,-1.13635976446027,10,0.909090909090909
2023-01-04,2022-12-30,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,15,2022-12-14,2023-01-04,2325.5448,2125.3495,-0.00508304775456305,-0.0860853336388103,0.0513768574251996,0.740679740559326,-0.0637616625855571,-1.67556635327771,11,1
2023-01-05,2022-12-30,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,15,2022-12-15,2023-01-05,10433.9912,11032.4713,0.00406478084063502,0.0573586931911538,0.0507137428204559,0.556911151602821,0.0319436958795184,1.1310285930625,1,0.0909090909090909
2023-01-05,2022-12-30,515230.SH,国泰中证全指软件ETF,H30202.CSI,中证全指软件指数,15,2022-12-15,2023-01-05,13757.4482,14259.7822,0.00454870680735193,0.0365136028642288,0.0701515383897391,0.363765887356205,0.0132824031464782,0.520496110311525,2,0.181818181818182
2023-01-05,2022-12-30,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,15,2022-12-15,2023-01-05,5649.8786,5832.9416,0.00230850802014806,0.0324012271697307,0.0402791490143027,0.39685057273302,0.0128584455595603,0.804416874801038,3,0.272727272727273
2023-01-05,2022-12-30,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,15,2022-12-15,2023-01-05,9351.327,9365.5546,-0.000889897746938334,0.0015214525168461,0.0455892203266201,0.064804595531872,9.85971149751602e-05,0.0333730760461746,4,0.363636363636364
2023-01-05,2022-12-30,159928.SZ,汇添富中证主要消费ETF,000932.SH,中证主要消费指数,15,2022-12-15,2023-01-05,21704.1403,21937.1815,0.000248133453354714,0.0107371771827331,0.0607050393385071,0.00684331933421867,7.34779322095293e-05,0.176874560987595,5,0.454545454545455
