日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2021-02-01,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-04,2021-02-01,13752.296,15499.2923,0.00209737010208344,0.127033064151615,0.0901472280121674,0.897891957795519,0.114061966675857,1.40917327080173,1.26528534699328,1,0.2
2021-02-01,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-06,2021-02-01,6262.7487,7186.8439,0.00274102952621214,0.147554252017169,0.0962384849380901,0.731708651231493,0.107966722726955,1.53321461899666,1.12186640091445,2,0.4
2021-02-01,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-06,2021-02-01,25712.97,28892.86,0.00206646253040334,0.123668716604888,0.0804711081283184,0.705685065767869,0.0872711664107487,1.53680891789992,1.08450310230085,3,0.6
2021-02-01,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-04,2021-02-01,6253.68,6873.16,0.00145679307018048,0.0990584743702907,0.0668934124500327,0.86331691262517,0.0855188562627189,1.48084050046459,1.2784346489514,4,0.8
2021-02-01,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-10,2021-02-01,13572.7968,15633.2347,0.00172658086058383,0.151806435354576,0.176055267518163,0.328473455746954,0.0498643844255442,0.862265795818434,0.283231425724878,5,1
2021-02-02,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-09,2021-02-02,6333.2552,7306.1731,0.00283164579012232,0.153620510981462,0.0968846005110661,0.747024080369939,0.114758220941887,1.58560297685199,1.18448360561469,1,0.2
2021-02-02,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-05,2021-02-02,14105.9433,15741.9088,0.00209920071219028,0.115977036431161,0.0880014958017567,0.897948823446046,0.104141443410121,1.3178984672309,1.18340537807133,2,0.4
2021-02-02,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-09,2021-02-02,26016.17,29248.7,0.00208873121875736,0.124250802481688,0.0805374503617829,0.709758943851297,0.0881881183420787,1.54277049898575,1.09499515996506,3,0.6
2021-02-02,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-05,2021-02-02,6376.21,6968.75,0.00139851963415134,0.092929812537542,0.0655696618930138,0.870064052965279,0.0808548893377174,1.41726844175543,1.23311432457351,4,0.8
2021-02-02,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-11,2021-02-02,13167.1085,15792.088,0.00189278512173317,0.199358841768487,0.173053950418615,0.361350562268181,0.072038429566176,1.15200399231708,0.416277290358965,5,1
2021-02-03,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-10,2021-02-03,6292.9758,7359.9714,0.00294470034083163,0.169553424947225,0.0965789736200217,0.767386465028369,0.130113003403704,1.75559356857852,1.34721874261801,1,0.2
2021-02-03,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-06,2021-02-03,14124.6118,15679.0337,0.00212999630088058,0.110050592682484,0.0881989802209409,0.904484804032432,0.0995390887560691,1.2477535727375,1.12857414571825,2,0.4
2021-02-03,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-10,2021-02-03,26301.48,29307.46,0.0021269993066811,0.114289385996529,0.0800241136865242,0.71824889510748,0.0820882252145196,1.42818683933485,1.0257936193593,3,0.6
2021-02-03,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-06,2021-02-03,6374.95,6975.78,0.00136877045439839,0.0942485823418222,0.0655481765097366,0.867847357739529,0.0817933831560468,1.43785208621055,1.2478361338381,4,0.8
2021-02-03,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-12,2021-02-03,13623.4025,16130.5954,0.00203390882412027,0.18403573556606,0.171114299752686,0.380586940329326,0.0700415975103438,1.07551347743613,0.409326383660371,5,1
2021-02-04,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-11,2021-02-04,6174.7195,7278.1194,0.00302025807725325,0.178696360215229,0.0951335108362396,0.781924838064024,0.139727122523924,1.87837449332478,1.46874767151657,1,0.2
2021-02-04,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-09,2021-02-04,13820.0028,15866.6388,0.00217665702255635,0.148092299952356,0.0854807493701823,0.911670113255807,0.135011323869877,1.73246375404395,1.57943542686083,2,0.4
2021-02-04,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-09,2021-02-04,6449.94,7051.98,0.00135150242343373,0.093340403166541,0.0654205133404462,0.869487398070184,0.0811583042840977,1.42677576803472,1.2405635501781,3,0.6
2021-02-04,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-11,2021-02-04,26226.98,29113.5,0.00216624848932128,0.110059183329533,0.0803402440777092,0.729607573037468,0.0803000136395465,1.36991347976337,0.999499249241465,4,0.8
2021-02-04,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-13,2021-02-04,14067.8243,16148.4475,0.0022233060676286,0.147899430333374,0.168466888589256,0.4138915642017,0.0612143265652206,0.877913942448194,0.363361174874364,5,1
2021-02-05,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-10,2021-02-05,13579.847,15919.8828,0.00218539465634622,0.17231680150741,0.0830807037751881,0.911775991715073,0.157114322583588,2.07408933335098,1.89110485882174,1,0.2
2021-02-05,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-12,2021-02-05,6222.1087,7324.7312,0.00306604558848107,0.177210420640835,0.0950766534085259,0.788200679321734,0.139677373931997,1.86386893404205,1.46910275997862,2,0.4
2021-02-05,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-12,2021-02-05,26169.38,29288.68,0.00220487982716745,0.119196557197763,0.0803418868614652,0.739514538897195,0.088147587034237,1.48361660217535,1.09715604745793,3,0.6
2021-02-05,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-10,2021-02-05,6441.67,7079.99,0.00135494528425674,0.0990923161229929,0.0654001662167803,0.869495863874421,0.0861603590106789,1.515169178539,1.31743333380966,4,0.8
2021-02-05,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-16,2021-02-05,13947.3096,16185.6667,0.0024614370568802,0.160486657584485,0.168085788090169,0.464048857873499,0.0744736501560156,0.954790166426159,0.443069286238907,5,1
2021-02-08,2021-01-29,513100.SH,国泰纳斯达克100(QDII-ETF),XNDX.GI,纳斯达克100总收益指数,60,2020-11-11,2021-02-08,13893.6854,16026.5928,0.00216751128923402,0.153516316124446,0.0805738632900337,0.914149150716356,0.140336810006266,1.90528677484222,1.74171628709312,1,0.2
2021-02-08,2021-01-29,513900.SH,华安CES港股通精选100ETF,CES100.CSI,中华交易服务港股通精选100指数,60,2020-11-13,2021-02-08,6294.5311,7342.0753,0.00311917747437844,0.166421324060183,0.094655311241222,0.796186437726459,0.132502401165198,1.75818262998545,1.39984116504065,2,0.4
2021-02-08,2021-01-29,513050.SH,易方达中证海外中国互联网50(QDII-ETF),H30533.CSI,中证海外中国互联网50指数,60,2020-11-17,2021-02-08,13550.347,16155.0521,0.00267408893871224,0.19222423602879,0.165139539972963,0.507227467792784,0.0975014124892853,1.16401096951258,0.590418336548888,3,0.6
2021-02-08,2021-01-29,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2020-11-13,2021-02-08,26156.86,29319.47,0.00223537142069248,0.120909390500236,0.0803091325954539,0.746982811020607,0.0903172363946545,1.50554970017296,1.12461974716643,4,0.8
2021-02-08,2021-01-29,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2020-11-11,2021-02-08,6490.95,7132.48,0.00136314327516799,0.0988345311549157,0.0653784902311431,0.868597363040315,0.0858474131384857,1.51172856401991,1.31308344434042,5,1
