日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2025-01-02,2024-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),60,2024-10-10,2025-01-02,4387.687,4658.453,0.00144994151126735,0.0617104182682129,0.0710072710890363,0.622850339995915,0.0384363549996465,0.869071819290646,0.541301678126047,1,0.0555555555555556
2025-01-02,2024-12-31,159941.SZ,广发纳指100ETF,XNDX.GI,纳斯达克100总收益指数,60,2024-10-08,2025-01-02,24245.0102,25332.0812,0.00134780915875121,0.0448368959646799,0.0834084870383295,0.704215553343101,0.0315748395019541,0.537557957909914,0.378556674783517,2,0.111111111111111
2025-01-02,2024-12-31,513030.SH,华安德国(DAX)ETF,GDAXI.GI,德国法兰克福DAX指数,60,2024-10-04,2025-01-02,19120.93,20024.66,0.000893864361293432,0.0472639144644116,0.0574601905628929,0.468386668610525,0.0221377874414786,0.822550604190549,0.385271737260386,3,0.166666666666667
2025-01-02,2024-12-31,513500.SH,博时标普500ETF,SPTR500N.GI,标普500指数(净总收益),60,2024-10-08,2025-01-02,10898.46,11144.79,0.000729920420095935,0.0226022759178821,0.0605677725230075,0.46819667194076,0.0105823103630392,0.373173306138943,0.174718499991383,4,0.222222222222222
2025-01-02,2024-12-31,513880.SH,华安日经225ETF,N225.GI,东京日经225指数,60,2024-10-04,2024-12-30,38635.62,39894.54,0.000175580289048171,0.0325844389193184,0.076838693278713,0.0477323402161971,0.0015553315242508,0.424062897596743,0.0202415145011541,5,0.277777777777778
2025-01-02,2024-12-31,159699.SZ,广发恒生消费(QDII-ETF),HSCGSI.HK,恒生消费指数,60,2024-10-07,2025-01-02,2753.63,2388.75,1.0981220647413e-05,-0.132508724846839,0.166851416727109,4.32185378170802e-05,-5.72683333588617e-06,-0.794172009120913,-3.43229530094587e-05,6,0.333333333333333
2025-01-02,2024-12-31,513630.SH,摩根标普港股通低波红利ETF,SPAHLVCP.GI,标普港股通低波红利指数,60,2024-10-10,2025-01-02,1072.09,1064.67,0.00013179556553781,-0.0069210607318414,0.08625850127592,0.0154155357425854,-0.000106691859088305,-0.0802362738682719,-0.00123688514766821,7,0.388888888888889
2025-01-02,2024-12-31,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,60,2024-10-10,2025-01-02,3261.9072,3201.2872,-0.000208537845616384,-0.0185842196859555,0.132848400571151,0.0180079416267483,-0.000334663543283354,-0.139890428534005,-0.00251913867118118,8,0.444444444444444
2025-01-02,2024-12-31,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,60,2024-10-07,2025-01-02,1447.86,971.7972,-0.000122837160952813,-0.328804442418466,0.358781155734493,0.00110838455539697,-0.000364441765722539,-0.916448473291026,-0.0010157773336129,9,0.5
2025-01-02,2024-12-31,159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),SPSIOP.GI,标普石油天然气勘探及生产精选行业指数,60,2024-10-08,2025-01-02,5318.23,5214.34,-0.000531745331391951,-0.0195346948138759,0.117931274607984,0.0492449906734354,-0.000961985863917726,-0.165644735705701,-0.00815717346493092,10,0.555555555555556
2025-01-02,2024-12-31,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2024-10-11,2025-01-02,1162.6557,1079.3954,-0.000413931434403805,-0.0716121720299483,0.145969223329203,0.0454944072607187,-0.00325795331915512,-0.490597746543063,-0.022319453682421,11,0.611111111111111
2025-01-02,2024-12-31,513080.SH,华安法国CAC40ETF,FCHI.GI,法国巴黎CAC40指数,60,2024-10-08,2025-01-02,7521.32,7393.76,-0.000568955091632228,-0.016959788973212,0.0588997587080094,0.354528804546571,-0.00601273371003498,-0.287943267429817,-0.102084182379127,12,0.666666666666667
2025-01-02,2024-12-31,513980.SH,景顺长城中证港股通科技ETF,931573.CSI,中证港股通科技指数,60,2024-10-07,2025-01-02,2818.0195,2342.2873,-0.000683034531763764,-0.168817923367812,0.190466339692904,0.129824306817237,-0.0219166698795516,-0.886339936179818,-0.115068467818979,13,0.722222222222222
2025-01-02,2024-12-31,513180.SH,华夏恒生科技ETF(QDII),HSTECH.HK,恒生科技指数,60,2024-10-07,2025-01-02,5386.48,4357.53,-0.000846149704486442,-0.191024565207705,0.197134212515856,0.166455514810198,-0.0317970923430428,-0.969007676393769,-0.161296671629159,14,0.777777777777778
2025-01-02,2024-12-31,513290.SH,汇添富纳斯达克生物科技ETF,NBI.NQI,纳斯达克生物技术指数,60,2024-10-08,2025-01-02,4679.38,4338.36,-0.00172842130223849,-0.0728771760361416,0.0952009012469913,0.639414622147041,-0.0465987319782929,-0.765509308016606,-0.489477844935481,15,0.833333333333333
2025-01-02,2024-12-31,159691.SZ,港股红利ETF工,930839.CSI,中证港股通高股息精选指数,60,2024-10-07,2025-01-02,3267.4536,2835.8533,-0.00121028023712438,-0.132090720431347,0.126257110623591,0.407512169956069,-0.0538285761140389,-1.04620420805564,-0.426340947041926,16,0.888888888888889
2025-01-02,2024-12-31,159920.SZ,华夏恒生ETF,HSI.HK,香港恒生指数,60,2024-10-07,2025-01-02,23099.78,19623.32,-0.00108452822267514,-0.150497537205982,0.143149557867799,0.361066773836419,-0.0543396602292904,-1.05133078612069,-0.379600615179503,17,0.944444444444444
2025-01-02,2024-12-31,513120.SH,广发中证香港创新药(QDII-ETF),931787.CSI,中证香港创新药指数,60,2024-10-07,2025-01-02,934.9722,706.7705,-0.00232745826708861,-0.244073246241974,0.169374414826547,0.627138976424026,-0.153067845820681,-1.44102783464624,-0.903724721218576,18,1
2025-01-03,2024-12-31,159941.SZ,广发纳指100ETF,XNDX.GI,纳斯达克100总收益指数,60,2024-10-09,2025-01-03,24439.2356,25758.6348,0.00132353468173089,0.0539869258431307,0.0846426088334722,0.692227061292447,0.0373712110246036,0.637822092054674,0.441517712410408,1,0.0555555555555556
2025-01-03,2024-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),60,2024-10-11,2025-01-03,4422.93,4658.933,0.0013448015703828,0.0533589724458672,0.0706568342510409,0.571382791278351,0.0304883986158642,0.755184873642723,0.431499641033168,2,0.111111111111111
