日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2024-01-02,2023-12-29,159941.SZ,广发纳指100ETF,XNDX.GI,纳斯达克100总收益指数,60,2023-10-06,2024-01-02,17904.3691,19822.4445,0.00260958543870207,0.107128901849996,0.0755072180276823,0.796158237450922,0.0852915576769458,1.418790211695,1.12958151425571,1,0.0833333333333333
2024-01-02,2023-12-29,513030.SH,华安德国(DAX)ETF,GDAXI.GI,德国法兰克福DAX指数,60,2023-10-06,2024-01-02,15229.77,16769.36,0.00239765312801024,0.101090824089924,0.0519500020469976,0.822465838237409,0.0831437493732298,1.94592531485312,1.60045709522807,2,0.166666666666667
2024-01-02,2023-12-29,513290.SH,汇添富纳斯达克生物科技ETF,NBI.NQI,纳斯达克生物技术指数,60,2023-10-06,2024-01-02,3960.89,4457.02,0.00200177323447819,0.125257202295444,0.104761524292339,0.452966095411921,0.0567372658459884,1.19564127327807,0.541584959070107,3,0.25
2024-01-02,2023-12-29,513520.SH,华夏野村日经225ETF,N225.GI,东京日经225指数,60,2023-10-04,2023-12-29,30526.88,33464.17,0.00128145412384296,0.0962197905583537,0.0894652437643607,0.581276126682888,0.0559302671659986,1.07549911574358,0.625161960250299,4,0.333333333333333
2024-01-02,2023-12-29,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,60,2023-10-10,2024-01-02,2575.4676,2776.2739,0.000976443724590373,0.0779688705848989,0.103167214774712,0.36488950134249,0.0284500223079609,0.755752404047748,0.275766117851371,5,0.416666666666667
2024-01-02,2023-12-29,513690.SH,博时恒生高股息ETF,HSSCHKY.HK,恒生港股通高股息率指数,60,2023-10-05,2024-01-02,1721.06,1778.9,-0.000189891044585657,0.0336071955655237,0.0807215318788651,0.0344754505787536,0.00115862320980972,0.416334957765128,0.0143533352606391,6,0.5
2024-01-02,2023-12-29,513120.SH,广发中证香港创新药(QDII-ETF),931787.CSI,中证香港创新药指数,60,2023-10-05,2024-01-02,754.0874,795.5771,-0.000380340492417661,0.055019749700101,0.177874761271827,0.0129063127408607,0.000710102096553383,0.309317349503116,0.00399214644886134,7,0.583333333333333
2024-01-02,2023-12-29,513180.SH,华夏恒生科技ETF(QDII),HSTECH.HK,恒生科技指数,60,2023-10-05,2024-01-02,3757.82,3714.77,-0.000576525681985075,-0.0114561101915472,0.148702108011882,0.0703445000457088,-0.00080587434389294,-0.0770406710753008,-0.00541938748997793,8,0.666666666666667
2024-01-02,2023-12-29,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2023-10-11,2024-01-02,1331.357,1321.7356,0.00123409206058077,-0.00722676186777849,0.105052516287378,0.29042792595955,-0.00209885346066247,-0.0687918968833568,-0.0199790879346565,9,0.75
2024-01-02,2023-12-29,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,60,2023-10-05,2024-01-02,746.6774,730.3284,-0.00117415849254194,-0.0218956673926385,0.101168964379214,0.295973236575224,-0.00648053154517382,-0.216426722631721,-0.0640565175786788,10,0.833333333333333
