月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2023-04-28,2023-01-31,930604.CSI,中证海外中国互联网30指数,8061.7237,-0.0180136956825386
2023-04-28,2023-02-01,930604.CSI,中证海外中国互联网30指数,8386.5587,0.0402934920729174
2023-04-28,2023-02-02,930604.CSI,中证海外中国互联网30指数,8323.7247,-0.00749222681765749
2023-04-28,2023-02-03,930604.CSI,中证海外中国互联网30指数,8197.0262,-0.0152213707884885
2023-04-28,2023-02-06,930604.CSI,中证海外中国互联网30指数,7956.7216,-0.029316070747706
2023-04-28,2023-02-07,930604.CSI,中证海外中国互联网30指数,8112.7453,0.0196090435035454
2023-04-28,2023-02-08,930604.CSI,中证海外中国互联网30指数,7948.9391,-0.0201912168991673
2023-04-28,2023-02-09,930604.CSI,中证海外中国互联网30指数,8118.563,0.021339187263367
2023-04-28,2023-02-10,930604.CSI,中证海外中国互联网30指数,7830.1845,-0.0355208797418952
2023-04-28,2023-02-13,930604.CSI,中证海外中国互联网30指数,7930.1208,0.0127629559686619
2023-04-28,2023-02-14,930604.CSI,中证海外中国互联网30指数,7839.608,-0.0114137983875352
2023-04-28,2023-02-15,930604.CSI,中证海外中国互联网30指数,7814.368,-0.0032195487325386
2023-04-28,2023-02-16,930604.CSI,中证海外中国互联网30指数,7947.1631,0.016993709536075
2023-04-28,2023-02-17,930604.CSI,中证海外中国互联网30指数,7748.2853,-0.0250250054638995
2023-04-28,2023-02-21,930604.CSI,中证海外中国互联网30指数,7460.9239,-0.0370870959023669
2023-04-28,2023-02-22,930604.CSI,中证海外中国互联网30指数,7411.1245,-0.00667469614587546
2023-04-28,2023-02-23,930604.CSI,中证海外中国互联网30指数,7486.2109,0.0101315798972208
2023-04-28,2023-02-24,930604.CSI,中证海外中国互联网30指数,7235.9437,-0.0334304233934954
2023-04-28,2023-02-27,930604.CSI,中证海外中国互联网30指数,7257.5897,0.00299145500537823
2023-04-28,2023-02-28,930604.CSI,中证海外中国互联网30指数,7160.6906,-0.0133514161044404
2023-04-28,2023-03-01,930604.CSI,中证海外中国互联网30指数,7531.6302,0.0518022102505029
2023-04-28,2023-03-02,930604.CSI,中证海外中国互联网30指数,7512.6016,-0.00252649154229578
2023-04-28,2023-03-03,930604.CSI,中证海外中国互联网30指数,7624.7262,0.0149248697015958
2023-04-28,2023-03-06,930604.CSI,中证海外中国互联网30指数,7597.6975,-0.00354487483104637
2023-04-28,2023-03-07,930604.CSI,中证海外中国互联网30指数,7542.8603,-0.00721760770285995
2023-04-28,2023-03-08,930604.CSI,中证海外中国互联网30指数,7305.9946,-0.0314026364773056
2023-04-28,2023-03-09,930604.CSI,中证海外中国互联网30指数,7129.4233,-0.0241680030806483
2023-04-28,2023-03-10,930604.CSI,中证海外中国互联网30指数,6856.3662,-0.0383000263148914
2023-04-28,2023-03-13,930604.CSI,中证海外中国互联网30指数,6994.4586,0.0201407561923981
2023-04-28,2023-03-14,930604.CSI,中证海外中国互联网30指数,6881.9431,-0.0160863772930188
2023-04-28,2023-03-15,930604.CSI,中证海外中国互联网30指数,6999.9287,0.0171442277690439
2023-04-28,2023-03-16,930604.CSI,中证海外中国互联网30指数,6909.2581,-0.0129530747934619
