月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2025-05-30,2025-03-04,000018.SH,上证180金融股指数,5295.2955,-0.00163498365393433
2025-05-30,2025-03-05,000018.SH,上证180金融股指数,5356.7746,0.0116101358271696
2025-05-30,2025-03-06,000018.SH,上证180金融股指数,5388.6485,0.00595020369160215
2025-05-30,2025-03-07,000018.SH,上证180金融股指数,5372.6302,-0.00297260064374227
2025-05-30,2025-03-10,000018.SH,上证180金融股指数,5323.001,-0.00923741224549557
2025-05-30,2025-03-11,000018.SH,上证180金融股指数,5354.8293,0.0059793901973717
2025-05-30,2025-03-12,000018.SH,上证180金融股指数,5343.1285,-0.00218509299633518
2025-05-30,2025-03-13,000018.SH,上证180金融股指数,5353.2261,0.00188982915159164
2025-05-30,2025-03-14,000018.SH,上证180金融股指数,5485.7629,0.0247583041560677
2025-05-30,2025-03-17,000018.SH,上证180金融股指数,5483.5039,-0.000411793225697066
2025-05-30,2025-03-18,000018.SH,上证180金融股指数,5486.1934,0.000490471065407672
2025-05-30,2025-03-19,000018.SH,上证180金融股指数,5532.8425,0.00850299954791955
2025-05-30,2025-03-20,000018.SH,上证180金融股指数,5469.2789,-0.0114884166682857
2025-05-30,2025-03-21,000018.SH,上证180金融股指数,5395.6087,-0.0134698195771293
2025-05-30,2025-03-24,000018.SH,上证180金融股指数,5436.4457,0.00756856219021218
2025-05-30,2025-03-25,000018.SH,上证180金融股指数,5440.6005,0.000764249332978695
2025-05-30,2025-03-26,000018.SH,上证180金融股指数,5377.8462,-0.0115344436703264
2025-05-30,2025-03-27,000018.SH,上证180金融股指数,5405.3958,0.0051227943261003
2025-05-30,2025-03-28,000018.SH,上证180金融股指数,5389.8319,-0.00287932661656343
2025-05-30,2025-03-31,000018.SH,上证180金融股指数,5373.5563,-0.00301968601284208
2025-05-30,2025-04-01,000018.SH,上证180金融股指数,5352.7973,-0.00386317716630236
2025-05-30,2025-04-02,000018.SH,上证180金融股指数,5385.9004,0.00618426182512088
2025-05-30,2025-04-03,000018.SH,上证180金融股指数,5385.0223,-0.000163036806250738
2025-05-30,2025-04-07,000018.SH,上证180金融股指数,5073.1197,-0.0579203915274408
2025-05-30,2025-04-08,000018.SH,上证180金融股指数,5160.7155,0.0172666534952841
2025-05-30,2025-04-09,000018.SH,上证180金融股指数,5143.9202,-0.00325445182940243
2025-05-30,2025-04-10,000018.SH,上证180金融股指数,5193,0.00954132220013837
2025-05-30,2025-04-11,000018.SH,上证180金融股指数,5207.2729,0.00274848834970154
2025-05-30,2025-04-14,000018.SH,上证180金融股指数,5226.9342,0.00377573835241085
2025-05-30,2025-04-15,000018.SH,上证180金融股指数,5280.6893,0.0102842503737659
2025-05-30,2025-04-16,000018.SH,上证180金融股指数,5315.4984,0.00659177202491357
2025-05-30,2025-04-17,000018.SH,上证180金融股指数,5322.7104,0.00135678716411602
2025-05-30,2025-04-18,000018.SH,上证180金融股指数,5354.5991,0.00599106425177687
2025-05-30,2025-04-21,000018.SH,上证180金融股指数,5318.1008,-0.00681625259302798
2025-05-30,2025-04-22,000018.SH,上证180金融股指数,5341.3617,0.00437391107742835
2025-05-30,2025-04-23,000018.SH,上证180金融股指数,5329.582,-0.00220537395922837
2025-05-30,2025-04-24,000018.SH,上证180金融股指数,5371.5545,0.00787538309758617
2025-05-30,2025-04-25,000018.SH,上证180金融股指数,5356.9032,-0.00272757169270099
2025-05-30,2025-04-28,000018.SH,上证180金融股指数,5379.2226,0.0041664743913985
2025-05-30,2025-04-29,000018.SH,上证180金融股指数,5360.8439,-0.00341660893527629
2025-05-30,2025-04-30,000018.SH,上证180金融股指数,5286.2811,-0.0139087802948338
2025-05-30,2025-05-06,000018.SH,上证180金融股指数,5304.2932,0.00340732920918629
2025-05-30,2025-05-07,000018.SH,上证180金融股指数,5372.9933,0.0129517915789421
2025-05-30,2025-05-08,000018.SH,上证180金融股指数,5423.7136,0.00943985915634782
2025-05-30,2025-05-09,000018.SH,上证180金融股指数,5455.2043,0.00580611409865006
2025-05-30,2025-05-12,000018.SH,上证180金融股指数,5504.0507,0.00895409178351025
2025-05-30,2025-05-13,000018.SH,上证180金融股指数,5544.0444,0.00726623030561835
2025-05-30,2025-05-14,000018.SH,上证180金融股指数,5657.0783,0.0203883468177131
2025-05-30,2025-05-15,000018.SH,上证180金融股指数,5623.0513,-0.00601494237758737
2025-05-30,2025-05-16,000018.SH,上证180金融股指数,5559.2457,-0.0113471488335879
2025-05-30,2025-05-19,000018.SH,上证180金融股指数,5542.1992,-0.00306633326172301
2025-05-30,2025-05-20,000018.SH,上证180金融股指数,5554.2568,0.00217559845196469
2025-05-30,2025-05-21,000018.SH,上证180金融股指数,5571.2504,0.00305956325245882
2025-05-30,2025-05-22,000018.SH,上证180金融股指数,5600.6991,0.00528583314079722
2025-05-30,2025-05-23,000018.SH,上证180金融股指数,5538.3337,-0.0111352884499722
2025-05-30,2025-05-26,000018.SH,上证180金融股指数,5516.0411,-0.00402514568596679
2025-05-30,2025-05-27,000018.SH,上证180金融股指数,5528.8121,0.00231524743352618
2025-05-30,2025-05-28,000018.SH,上证180金融股指数,5518.1922,-0.00192082852661957
2025-05-30,2025-05-29,000018.SH,上证180金融股指数,5529.8047,0.00210440296008518
2025-05-30,2025-05-30,000018.SH,上证180金融股指数,5536.0373,0.00112709224613305
2025-05-30,2025-03-04,000036.SH,上证主要消费行业指数,11185.8574,-0.00701128566566922
2025-05-30,2025-03-05,000036.SH,上证主要消费行业指数,11174.2621,-0.0010366035955367
2025-05-30,2025-03-06,000036.SH,上证主要消费行业指数,11329.5821,0.0138997992538585
2025-05-30,2025-03-07,000036.SH,上证主要消费行业指数,11404.2022,0.00658630647991854
2025-05-30,2025-03-10,000036.SH,上证主要消费行业指数,11376.4721,-0.00243156860196658
2025-05-30,2025-03-11,000036.SH,上证主要消费行业指数,11630.6885,0.0223458026148544
2025-05-30,2025-03-12,000036.SH,上证主要消费行业指数,11515.9958,-0.00986121328930778
2025-05-30,2025-03-13,000036.SH,上证主要消费行业指数,11527.9587,0.00103880725625127
2025-05-30,2025-03-14,000036.SH,上证主要消费行业指数,12054.6455,0.0456877764490951
2025-05-30,2025-03-17,000036.SH,上证主要消费行业指数,12047.2135,-0.000616525803268209
2025-05-30,2025-03-18,000036.SH,上证主要消费行业指数,11940.8974,-0.0088249535878151
2025-05-30,2025-03-19,000036.SH,上证主要消费行业指数,11915.2176,-0.00215057538305286
2025-05-30,2025-03-20,000036.SH,上证主要消费行业指数,11770.3779,-0.0121558585719828
2025-05-30,2025-03-21,000036.SH,上证主要消费行业指数,11637.2155,-0.0113133495909251
2025-05-30,2025-03-24,000036.SH,上证主要消费行业指数,11669.9605,0.00281381744627818
2025-05-30,2025-03-25,000036.SH,上证主要消费行业指数,11687.7782,0.00152680036920438
2025-05-30,2025-03-26,000036.SH,上证主要消费行业指数,11672.516,-0.00130582560165293
2025-05-30,2025-03-27,000036.SH,上证主要消费行业指数,11804.8212,0.0113347627880742
2025-05-30,2025-03-28,000036.SH,上证主要消费行业指数,11722.8265,-0.0069458654740151
2025-05-30,2025-03-31,000036.SH,上证主要消费行业指数,11646.2437,-0.00653279309388388
2025-05-30,2025-04-01,000036.SH,上证主要消费行业指数,11694.9032,0.00417812826636976
2025-05-30,2025-04-02,000036.SH,上证主要消费行业指数,11675.9312,-0.00162224515034892
2025-05-30,2025-04-03,000036.SH,上证主要消费行业指数,11810.2239,0.0115016693486512
2025-05-30,2025-04-07,000036.SH,上证主要消费行业指数,11394.9862,-0.0351591725538752
2025-05-30,2025-04-08,000036.SH,上证主要消费行业指数,11768.2988,0.0327611278721867
2025-05-30,2025-04-09,000036.SH,上证主要消费行业指数,12013.7218,0.0208545860511291
2025-05-30,2025-04-10,000036.SH,上证主要消费行业指数,11988.2519,-0.00212006740492354
2025-05-30,2025-04-11,000036.SH,上证主要消费行业指数,11874.1297,-0.00951950300610549
2025-05-30,2025-04-14,000036.SH,上证主要消费行业指数,11814.9037,-0.00498781818089777
2025-05-30,2025-04-15,000036.SH,上证主要消费行业指数,11869.3092,0.0046048195890076
