月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2023-10-31,2023-08-01,000018.SH,上证180金融股指数,4650.6627,-0.00845583501674607
2023-10-31,2023-08-02,000018.SH,上证180金融股指数,4595.3561,-0.0118921976431444
2023-10-31,2023-08-03,000018.SH,上证180金融股指数,4684.3904,0.0193748423544369
2023-10-31,2023-08-04,000018.SH,上证180金融股指数,4700.0722,0.00334767144941628
2023-10-31,2023-08-07,000018.SH,上证180金融股指数,4665.3918,-0.00737869516132095
2023-10-31,2023-08-08,000018.SH,上证180金融股指数,4654.2339,-0.00239163193110603
2023-10-31,2023-08-09,000018.SH,上证180金融股指数,4653.3894,-0.00018144769217554
2023-10-31,2023-08-10,000018.SH,上证180金融股指数,4670.7943,0.00374026295757668
2023-10-31,2023-08-11,000018.SH,上证180金融股指数,4531.1723,-0.0298925602439823
2023-10-31,2023-08-14,000018.SH,上证180金融股指数,4474.4031,-0.012528590007491
2023-10-31,2023-08-15,000018.SH,上证180金融股指数,4529.0533,0.0122139643609667
2023-10-31,2023-08-16,000018.SH,上证180金融股指数,4515.9418,-0.0028949758661484
2023-10-31,2023-08-17,000018.SH,上证180金融股指数,4482.5798,-0.00738760627960244
2023-10-31,2023-08-18,000018.SH,上证180金融股指数,4480.7941,-0.00039836435259899
2023-10-31,2023-08-21,000018.SH,上证180金融股指数,4377.5936,-0.0230317434135168
2023-10-31,2023-08-22,000018.SH,上证180金融股指数,4432.3768,0.0125144554304903
2023-10-31,2023-08-23,000018.SH,上证180金融股指数,4394.0543,-0.00864603839637468
2023-10-31,2023-08-24,000018.SH,上证180金融股指数,4399.5714,0.00125558302727402
2023-10-31,2023-08-25,000018.SH,上证180金融股指数,4432.2579,0.00742947369827873
2023-10-31,2023-08-28,000018.SH,上证180金融股指数,4506.7478,0.0168063099396811
2023-10-31,2023-08-29,000018.SH,上证180金融股指数,4466.6098,-0.00890620060878489
2023-10-31,2023-08-30,000018.SH,上证180金融股指数,4413.5125,-0.0118876065690807
2023-10-31,2023-08-31,000018.SH,上证180金融股指数,4391.9213,-0.00489206725935409
2023-10-31,2023-09-01,000018.SH,上证180金融股指数,4443.4482,0.0117322002104181
2023-10-31,2023-09-04,000018.SH,上证180金融股指数,4524.8686,0.0183236973483791
2023-10-31,2023-09-05,000018.SH,上证180金融股指数,4464.1021,-0.0134294507469233
2023-10-31,2023-09-06,000018.SH,上证180金融股指数,4484.1454,0.00448988386712745
2023-10-31,2023-09-07,000018.SH,上证180金融股指数,4459.3339,-0.00553316134664161
2023-10-31,2023-09-08,000018.SH,上证180金融股指数,4457.702,-0.000365951515763241
2023-10-31,2023-09-11,000018.SH,上证180金融股指数,4480.9096,0.00520618022469876
2023-10-31,2023-09-12,000018.SH,上证180金融股指数,4455.4324,-0.00568572059565764
2023-10-31,2023-09-13,000018.SH,上证180金融股指数,4437.151,-0.00410317077193223
2023-10-31,2023-09-14,000018.SH,上证180金融股指数,4464.2279,0.00610231655402305
2023-10-31,2023-09-15,000018.SH,上证180金融股指数,4436.0144,-0.00631990584530862
2023-10-31,2023-09-18,000018.SH,上证180金融股指数,4445.9435,0.00223829300463962
2023-10-31,2023-09-19,000018.SH,上证180金融股指数,4463.3774,0.0039213048928759
2023-10-31,2023-09-20,000018.SH,上证180金融股指数,4458.2977,-0.00113808435737484
2023-10-31,2023-09-21,000018.SH,上证180金融股指数,4429.545,-0.00644925528414131
2023-10-31,2023-09-22,000018.SH,上证180金融股指数,4521.9477,0.0208605398522872
2023-10-31,2023-09-25,000018.SH,上证180金融股指数,4475.4413,-0.0102845948439428
2023-10-31,2023-09-26,000018.SH,上证180金融股指数,4458.9676,-0.00368091075175103
2023-10-31,2023-09-27,000018.SH,上证180金融股指数,4445.6401,-0.00298892057435007
