月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2024-03-29,2023-12-28,000001.SH,上证综合指数,2954.7035,0.0137547211229152
2024-03-29,2023-12-29,000001.SH,上证综合指数,2974.9348,0.00684715065318731
2024-03-29,2024-01-02,000001.SH,上证综合指数,2962.2762,-0.00425508485093529
2024-03-29,2024-01-03,000001.SH,上证综合指数,2967.2472,0.00167810145455038
2024-03-29,2024-01-04,000001.SH,上证综合指数,2954.3486,-0.00434699205377964
2024-03-29,2024-01-05,000001.SH,上证综合指数,2929.1833,-0.00851805369210645
2024-03-29,2024-01-08,000001.SH,上证综合指数,2887.5379,-0.0142174100200558
2024-03-29,2024-01-09,000001.SH,上证综合指数,2893.2513,0.00197864069593678
2024-03-29,2024-01-10,000001.SH,上证综合指数,2877.7023,-0.00537423071407583
2024-03-29,2024-01-11,000001.SH,上证综合指数,2886.6502,0.0031093904327768
2024-03-29,2024-01-12,000001.SH,上证综合指数,2881.9769,-0.00161893533203294
2024-03-29,2024-01-15,000001.SH,上证综合指数,2886.2908,0.00149685446819503
2024-03-29,2024-01-16,000001.SH,上证综合指数,2893.9886,0.00266702163205457
2024-03-29,2024-01-17,000001.SH,上证综合指数,2833.6152,-0.0208616578517276
2024-03-29,2024-01-18,000001.SH,上证综合指数,2845.7839,0.00429440807629766
2024-03-29,2024-01-19,000001.SH,上证综合指数,2832.2793,-0.00474547628159672
2024-03-29,2024-01-22,000001.SH,上证综合指数,2756.3399,-0.0268121155989101
2024-03-29,2024-01-23,000001.SH,上证综合指数,2770.9763,0.0053100853055168
2024-03-29,2024-01-24,000001.SH,上证综合指数,2820.7719,0.0179704171414243
2024-03-29,2024-01-25,000001.SH,上证综合指数,2906.1087,0.0302529956427884
2024-03-29,2024-01-26,000001.SH,上证综合指数,2910.2227,0.00141563871991424
2024-03-29,2024-01-29,000001.SH,上证综合指数,2883.356,-0.00923183645017944
2024-03-29,2024-01-30,000001.SH,上证综合指数,2830.5266,-0.0183221912243927
2024-03-29,2024-01-31,000001.SH,上证综合指数,2788.5482,-0.0148305972464629
2024-03-29,2024-02-01,000001.SH,上证综合指数,2770.7403,-0.00638608290866205
2024-03-29,2024-02-02,000001.SH,上证综合指数,2730.152,-0.0146489008731709
2024-03-29,2024-02-05,000001.SH,上证综合指数,2702.185,-0.0102437519962258
2024-03-29,2024-02-06,000001.SH,上证综合指数,2789.486,0.0323075585128332
2024-03-29,2024-02-07,000001.SH,上证综合指数,2829.6956,0.0144146986218967
2024-03-29,2024-02-08,000001.SH,上证综合指数,2865.9032,0.0127955812632286
2024-03-29,2024-02-19,000001.SH,上证综合指数,2910.544,0.0155765205189065
2024-03-29,2024-02-20,000001.SH,上证综合指数,2922.7302,0.00418691488601453
2024-03-29,2024-02-21,000001.SH,上证综合指数,2950.9556,0.00965720339154119
2024-03-29,2024-02-22,000001.SH,上证综合指数,2988.3578,0.0126746061513092
2024-03-29,2024-02-23,000001.SH,上证综合指数,3004.881,0.00552919064778634
2024-03-29,2024-02-26,000001.SH,上证综合指数,2977.0221,-0.00927121573200396
2024-03-29,2024-02-27,000001.SH,上证综合指数,3015.4807,0.012918479846018
2024-03-29,2024-02-28,000001.SH,上证综合指数,2957.8524,-0.0191108170581227
2024-03-29,2024-02-29,000001.SH,上证综合指数,3015.1712,0.0193785193608713
2024-03-29,2024-03-01,000001.SH,上证综合指数,3027.0204,0.00392985977048332
2024-03-29,2024-03-04,000001.SH,上证综合指数,3039.3055,0.00405847942088533
2024-03-29,2024-03-05,000001.SH,上证综合指数,3047.7931,0.00279261166736933
2024-03-29,2024-03-06,000001.SH,上证综合指数,3039.9309,-0.0025796370495097
2024-03-29,2024-03-07,000001.SH,上证综合指数,3027.4013,-0.00412167263407204
2024-03-29,2024-03-08,000001.SH,上证综合指数,3046.0192,0.00614979586617737
2024-03-29,2024-03-11,000001.SH,上证综合指数,3068.4554,0.00736574477271823
2024-03-29,2024-03-12,000001.SH,上证综合指数,3055.935,-0.00408035912791815
2024-03-29,2024-03-13,000001.SH,上证综合指数,3043.8346,-0.00395963919389641
2024-03-29,2024-03-14,000001.SH,上证综合指数,3038.2339,-0.00184001456583749
2024-03-29,2024-03-15,000001.SH,上证综合指数,3054.6359,0.00539853103475685
2024-03-29,2024-03-18,000001.SH,上证综合指数,3084.9262,0.0099161736428226
2024-03-29,2024-03-19,000001.SH,上证综合指数,3062.7558,-0.00718668731848426
2024-03-29,2024-03-20,000001.SH,上证综合指数,3079.6859,0.00552773420590702
2024-03-29,2024-03-21,000001.SH,上证综合指数,3077.113,-0.000835442341701187
2024-03-29,2024-03-22,000001.SH,上证综合指数,3048.0336,-0.00945022168506637
2024-03-29,2024-03-25,000001.SH,上证综合指数,3026.3055,-0.00712856314969768
2024-03-29,2024-03-26,000001.SH,上证综合指数,3031.4809,0.00171013798838215
2024-03-29,2024-03-27,000001.SH,上证综合指数,2993.1388,-0.0126479767693736
2024-03-29,2024-03-28,000001.SH,上证综合指数,3010.6636,0.00585499075418738
2024-03-29,2024-03-29,000001.SH,上证综合指数,3041.1669,0.0101317530128575
2024-03-29,2023-12-28,000010.SH,上证180指数,7392.7525,0.0202666969550511
2024-03-29,2023-12-29,000010.SH,上证180指数,7420.1273,0.00370292391095206
2024-03-29,2024-01-02,000010.SH,上证180指数,7339.9354,-0.0108073482782431
2024-03-29,2024-01-03,000010.SH,上证180指数,7350.5171,0.00144166118955202
2024-03-29,2024-01-04,000010.SH,上证180指数,7300.2707,-0.00683576397638741
2024-03-29,2024-01-05,000010.SH,上证180指数,7257.5293,-0.00585476919369576
2024-03-29,2024-01-08,000010.SH,上证180指数,7171.7503,-0.011819311566541
2024-03-29,2024-01-09,000010.SH,上证180指数,7175.9234,0.000581880269869384
2024-03-29,2024-01-10,000010.SH,上证180指数,7146.6562,-0.00407852737112546
2024-03-29,2024-01-11,000010.SH,上证180指数,7162.1046,0.00216162630014294
2024-03-29,2024-01-12,000010.SH,上证180指数,7148.8236,-0.00185434320520816
2024-03-29,2024-01-15,000010.SH,上证180指数,7151.7198,0.000405129593630038
2024-03-29,2024-01-16,000010.SH,上证180指数,7188.9314,0.00520316805476639
2024-03-29,2024-01-17,000010.SH,上证180指数,7039.1564,-0.0208341117290395
2024-03-29,2024-01-18,000010.SH,上证180指数,7139.0393,0.0141896122666063
2024-03-29,2024-01-19,000010.SH,上证180指数,7136.7832,-0.000316022913615321
2024-03-29,2024-01-22,000010.SH,上证180指数,7051.3507,-0.0119707293336303
2024-03-29,2024-01-23,000010.SH,上证180指数,7056.2202,0.000690576913157992
2024-03-29,2024-01-24,000010.SH,上证180指数,7171.1753,0.0162913141514489
2024-03-29,2024-01-25,000010.SH,上证180指数,7339.0467,0.0234091892858901
2024-03-29,2024-01-26,000010.SH,上证180指数,7338.0852,-0.00013101156584816
2024-03-29,2024-01-29,000010.SH,上证180指数,7299.8433,-0.00521142763510019
2024-03-29,2024-01-30,000010.SH,上证180指数,7185.7967,-0.0156231572806502
2024-03-29,2024-01-31,000010.SH,上证180指数,7118.5709,-0.00935537182675938
2024-03-29,2024-02-01,000010.SH,上证180指数,7102.8555,-0.00220766221489765
2024-03-29,2024-02-02,000010.SH,上证180指数,7035.716,-0.00945246598357508
2024-03-29,2024-02-05,000010.SH,上证180指数,7075.1757,0.00560848391265356
2024-03-29,2024-02-06,000010.SH,上证180指数,7293.7501,0.0308931409293483
2024-03-29,2024-02-07,000010.SH,上证180指数,7375.8232,0.0112525242673176
