月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2023-10-26,2023-07-26,000015.SH,上证红利指数,2877.8897,0.0010117284253357
2023-10-26,2023-07-27,000015.SH,上证红利指数,2884.5007,0.00229716934599677
2023-10-26,2023-07-28,000015.SH,上证红利指数,2937.8633,0.0184997701681957
2023-10-26,2023-07-31,000015.SH,上证红利指数,2952.2517,0.00489757300824722
2023-10-26,2023-08-01,000015.SH,上证红利指数,2957.3435,0.00172471744194436
2023-10-26,2023-08-02,000015.SH,上证红利指数,2920.2461,-0.0125441633682392
2023-10-26,2023-08-03,000015.SH,上证红利指数,2932.8191,0.00430545905018076
2023-10-26,2023-08-04,000015.SH,上证红利指数,2923.2273,-0.00327050516003535
2023-10-26,2023-08-07,000015.SH,上证红利指数,2898.8186,-0.00834991517765316
2023-10-26,2023-08-08,000015.SH,上证红利指数,2893.4716,-0.00184454453272798
2023-10-26,2023-08-09,000015.SH,上证红利指数,2881.6933,-0.00407064648569555
2023-10-26,2023-08-10,000015.SH,上证红利指数,2893.9857,0.00426568642818448
2023-10-26,2023-08-11,000015.SH,上证红利指数,2850.586,-0.0149965150138788
2023-10-26,2023-08-14,000015.SH,上证红利指数,2849.2089,-0.000483093651621025
2023-10-26,2023-08-15,000015.SH,上证红利指数,2872.3258,0.00811344510400769
2023-10-26,2023-08-16,000015.SH,上证红利指数,2869.5047,-0.000982165741783225
2023-10-26,2023-08-17,000015.SH,上证红利指数,2868.7678,-0.000256803900687053
2023-10-26,2023-08-18,000015.SH,上证红利指数,2864.2209,-0.00158496620047122
2023-10-26,2023-08-21,000015.SH,上证红利指数,2839.3342,-0.00868882005574356
2023-10-26,2023-08-22,000015.SH,上证红利指数,2867.5654,0.00994289435882556
2023-10-26,2023-08-23,000015.SH,上证红利指数,2869.263,0.000592000447487528
2023-10-26,2023-08-24,000015.SH,上证红利指数,2850.9731,-0.00637442437308811
2023-10-26,2023-08-25,000015.SH,上证红利指数,2859.5108,0.00299466171743257
2023-10-26,2023-08-28,000015.SH,上证红利指数,2894.3413,0.012180579978925
2023-10-26,2023-08-29,000015.SH,上证红利指数,2893.8857,-0.000157410599779695
2023-10-26,2023-08-30,000015.SH,上证红利指数,2864.0305,-0.0103166479588327
2023-10-26,2023-08-31,000015.SH,上证红利指数,2834.3539,-0.0103618309930708
2023-10-26,2023-09-01,000015.SH,上证红利指数,2863.1084,0.0101449928324053
2023-10-26,2023-09-04,000015.SH,上证红利指数,2908.8183,0.0159651307648707
2023-10-26,2023-09-05,000015.SH,上证红利指数,2884.036,-0.0085197140020743
2023-10-26,2023-09-06,000015.SH,上证红利指数,2884.0883,1.81343090031039e-05
2023-10-26,2023-09-07,000015.SH,上证红利指数,2876.8819,-0.00249867523126812
2023-10-26,2023-09-08,000015.SH,上证红利指数,2853.3143,-0.00819206377571491
2023-10-26,2023-09-11,000015.SH,上证红利指数,2876.5118,0.00813001918505796
2023-10-26,2023-09-12,000015.SH,上证红利指数,2870.7435,-0.00200531073781796
2023-10-26,2023-09-13,000015.SH,上证红利指数,2886.4154,0.00545917808400498
2023-10-26,2023-09-14,000015.SH,上证红利指数,2924.0539,0.0130398763809256
2023-10-26,2023-09-15,000015.SH,上证红利指数,2916.4489,-0.00260084124988258
2023-10-26,2023-09-18,000015.SH,上证红利指数,2921.9589,0.00188928391647813
2023-10-26,2023-09-19,000015.SH,上证红利指数,2946.4535,0.00838293789827094
2023-10-26,2023-09-20,000015.SH,上证红利指数,2950.6405,0.00142103040146391
2023-10-26,2023-09-21,000015.SH,上证红利指数,2934.1873,-0.00557614524710814
2023-10-26,2023-09-22,000015.SH,上证红利指数,2945.5985,0.0038890496186117
2023-10-26,2023-09-25,000015.SH,上证红利指数,2942.0944,-0.00118960544011693
2023-10-26,2023-09-26,000015.SH,上证红利指数,2928.7023,-0.00455189337228612
2023-10-26,2023-09-27,000015.SH,上证红利指数,2914.075,-0.00499446461321795
2023-10-26,2023-09-28,000015.SH,上证红利指数,2915.8517,0.00060969604419947
2023-10-26,2023-10-09,000015.SH,上证红利指数,2909.477,-0.00218622229655929
2023-10-26,2023-10-10,000015.SH,上证红利指数,2881.8603,-0.00949198086116509
2023-10-26,2023-10-11,000015.SH,上证红利指数,2872.8484,-0.00312711202552041
2023-10-26,2023-10-12,000015.SH,上证红利指数,2895.1365,0.00775818870219536
2023-10-26,2023-10-13,000015.SH,上证红利指数,2896.7413,0.00055430892463959
