月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2021-10-22,2021-07-21,000001.SH,上证综合指数,3562.6611,0.00731471089395863
2021-10-22,2021-07-22,000001.SH,上证综合指数,3574.7344,0.00338884324416933
2021-10-22,2021-07-23,000001.SH,上证综合指数,3550.3964,-0.00680833798449465
2021-10-22,2021-07-26,000001.SH,上证综合指数,3467.4409,-0.02336513748155
2021-10-22,2021-07-27,000001.SH,上证综合指数,3381.1833,-0.0248764441810674
2021-10-22,2021-07-28,000001.SH,上证综合指数,3361.5895,-0.00579495350045056
2021-10-22,2021-07-29,000001.SH,上证综合指数,3411.724,0.0149139268789362
2021-10-22,2021-07-30,000001.SH,上证综合指数,3397.3574,-0.00421095024099261
2021-10-22,2021-08-02,000001.SH,上证综合指数,3464.2854,0.0197000174311952
2021-10-22,2021-08-03,000001.SH,上证综合指数,3447.9914,-0.0047034231071148
2021-10-22,2021-08-04,000001.SH,上证综合指数,3477.2186,0.00847658726759004
2021-10-22,2021-08-05,000001.SH,上证综合指数,3466.5491,-0.00306840070394188
2021-10-22,2021-08-06,000001.SH,上证综合指数,3458.2277,-0.00240048525491832
2021-10-22,2021-08-09,000001.SH,上证综合指数,3494.6348,0.0105276757802848
2021-10-22,2021-08-10,000001.SH,上证综合指数,3529.9309,0.0101000825608444
2021-10-22,2021-08-11,000001.SH,上证综合指数,3532.6213,0.000762167893994636
2021-10-22,2021-08-12,000001.SH,上证综合指数,3524.7374,-0.00223174219098998
2021-10-22,2021-08-13,000001.SH,上证综合指数,3516.2989,-0.00239407905962019
2021-10-22,2021-08-16,000001.SH,上证综合指数,3517.3447,0.000297414989379963
2021-10-22,2021-08-17,000001.SH,上证综合指数,3446.976,-0.0200061995629829
2021-10-22,2021-08-18,000001.SH,上证综合指数,3485.2859,0.0111140605562672
2021-10-22,2021-08-19,000001.SH,上证综合指数,3465.5546,-0.0056613146141038
2021-10-22,2021-08-20,000001.SH,上证综合指数,3427.3338,-0.0110287686709654
2021-10-22,2021-08-23,000001.SH,上证综合指数,3477.1321,0.0145297490428273
2021-10-22,2021-08-24,000001.SH,上证综合指数,3514.471,0.0107384185950254
2021-10-22,2021-08-25,000001.SH,上证综合指数,3540.3837,0.00737314378180942
2021-10-22,2021-08-26,000001.SH,上证综合指数,3501.6643,-0.0109364982106318
2021-10-22,2021-08-27,000001.SH,上证综合指数,3522.1567,0.0058521886292755
2021-10-22,2021-08-30,000001.SH,上证综合指数,3528.1512,0.00170194017773251
2021-10-22,2021-08-31,000001.SH,上证综合指数,3543.9402,0.00447514834398266
2021-10-22,2021-09-01,000001.SH,上证综合指数,3567.1008,0.00653526828697615
2021-10-22,2021-09-02,000001.SH,上证综合指数,3597.0426,0.0083938754968742
2021-10-22,2021-09-03,000001.SH,上证综合指数,3581.7344,-0.00425577389603349
2021-10-22,2021-09-06,000001.SH,上证综合指数,3621.8593,0.0112026452882716
2021-10-22,2021-09-07,000001.SH,上证综合指数,3676.5866,0.0151102777515404
2021-10-22,2021-09-08,000001.SH,上证综合指数,3675.1865,-0.000380815183300798
2021-10-22,2021-09-09,000001.SH,上证综合指数,3693.1296,0.00488222842568686
2021-10-22,2021-09-10,000001.SH,上证综合指数,3703.1103,0.0027025046724598
2021-10-22,2021-09-13,000001.SH,上证综合指数,3715.3723,0.00331127052845281
2021-10-22,2021-09-14,000001.SH,上证综合指数,3662.6015,-0.014203367990874
2021-10-22,2021-09-15,000001.SH,上证综合指数,3656.2232,-0.00174146709654333
2021-10-22,2021-09-16,000001.SH,上证综合指数,3607.0922,-0.0134376369582688
2021-10-22,2021-09-17,000001.SH,上证综合指数,3613.9663,0.00190571785218019
2021-10-22,2021-09-22,000001.SH,上证综合指数,3628.4897,0.00401868716927445
2021-10-22,2021-09-23,000001.SH,上证综合指数,3642.2204,0.00378413641356068
2021-10-22,2021-09-24,000001.SH,上证综合指数,3613.0673,-0.0080042108379822
2021-10-22,2021-09-27,000001.SH,上证综合指数,3582.8307,-0.00836867887846993
2021-10-22,2021-09-28,000001.SH,上证综合指数,3602.2184,0.00541127996921542
2021-10-22,2021-09-29,000001.SH,上证综合指数,3536.2944,-0.0183009447733652
2021-10-22,2021-09-30,000001.SH,上证综合指数,3568.1668,0.00901293738439879
2021-10-22,2021-10-08,000001.SH,上证综合指数,3592.1666,0.00672608690826904
2021-10-22,2021-10-11,000001.SH,上证综合指数,3591.7087,-0.000127471816034341
2021-10-22,2021-10-12,000001.SH,上证综合指数,3546.9362,-0.0124655153687714
2021-10-22,2021-10-13,000001.SH,上证综合指数,3561.7623,0.00417997369109702
2021-10-22,2021-10-14,000001.SH,上证综合指数,3558.2795,-0.000977830553150594
2021-10-22,2021-10-15,000001.SH,上证综合指数,3572.3662,0.00395885146178077
2021-10-22,2021-10-18,000001.SH,上证综合指数,3568.1379,-0.00118361325890937
2021-10-22,2021-10-19,000001.SH,上证综合指数,3593.1533,0.0070107716408605
2021-10-22,2021-10-20,000001.SH,上证综合指数,3587.0009,-0.00171225647400008
2021-10-22,2021-10-21,000001.SH,上证综合指数,3594.7831,0.00216955618829084
2021-10-22,2021-10-22,000001.SH,上证综合指数,3582.6036,-0.00338810427811354
2021-10-22,2021-10-25,000001.SH,上证综合指数,3609.8626,0.0076087122784112
2021-10-22,2021-07-21,000015.SH,上证红利指数,2827.8686,-0.00273333588891855
2021-10-22,2021-07-22,000015.SH,上证红利指数,2852.2425,0.00861917700136416
2021-10-22,2021-07-23,000015.SH,上证红利指数,2818.0242,-0.0119969813225909
2021-10-22,2021-07-26,000015.SH,上证红利指数,2758.8389,-0.0210024101283444
2021-10-22,2021-07-27,000015.SH,上证红利指数,2697.7168,-0.0221550087611132
2021-10-22,2021-07-28,000015.SH,上证红利指数,2670.4316,-0.010114182482016
2021-10-22,2021-07-29,000015.SH,上证红利指数,2686.0526,0.00584961621934066
2021-10-22,2021-07-30,000015.SH,上证红利指数,2719.2849,0.0123721702248125
2021-10-22,2021-08-02,000015.SH,上证红利指数,2691.411,-0.0102504522420582
2021-10-22,2021-08-03,000015.SH,上证红利指数,2652.1339,-0.014593497611476
2021-10-22,2021-08-04,000015.SH,上证红利指数,2685.1289,0.012440925399732
2021-10-22,2021-08-05,000015.SH,上证红利指数,2662.8066,-0.00831330667216768
2021-10-22,2021-08-06,000015.SH,上证红利指数,2677.7427,0.00560915689483421
2021-10-22,2021-08-09,000015.SH,上证红利指数,2715.0285,0.013924340079426
2021-10-22,2021-08-10,000015.SH,上证红利指数,2716.7008,0.000615941968933331
2021-10-22,2021-08-11,000015.SH,上证红利指数,2770.8098,0.0199171730652119
2021-10-22,2021-08-12,000015.SH,上证红利指数,2804.1301,0.0120254735637213
2021-10-22,2021-08-13,000015.SH,上证红利指数,2795.5837,-0.00304779011501632
2021-10-22,2021-08-16,000015.SH,上证红利指数,2801.8651,0.00224690106756587
2021-10-22,2021-08-17,000015.SH,上证红利指数,2763.2649,-0.0137766090166154
2021-10-22,2021-08-18,000015.SH,上证红利指数,2780.0439,0.00607216485107887
2021-10-22,2021-08-19,000015.SH,上证红利指数,2770.7176,-0.00335473119687069
2021-10-22,2021-08-20,000015.SH,上证红利指数,2784.5354,0.00498708349057297
2021-10-22,2021-08-23,000015.SH,上证红利指数,2801.7733,0.00619058389417471
2021-10-22,2021-08-24,000015.SH,上证红利指数,2823.9406,0.00791188209267335
2021-10-22,2021-08-25,000015.SH,上证红利指数,2856.3638,0.0114815446188918
2021-10-22,2021-08-26,000015.SH,上证红利指数,2895.8766,0.013833251912799
2021-10-22,2021-08-27,000015.SH,上证红利指数,2921.7954,0.00895024325276839
2021-10-22,2021-08-30,000015.SH,上证红利指数,2944.7292,0.00784921490395951
