日期,代码,名称,上市日期,对标指数,benchmark,管理人,托管人,类别大类,类别细类,对标指数代码,规模,成交量,成交额,收盘价,VWAP,溢价率
2025-12-26,159325.SZ,南方中证半导体行业精选ETF,20241108,中证半导体行业精选指数,中证半导体行业精选指数,南方基金管理股份有限公司,招商银行股份有限公司,股票型ETF,主题指数ETF,932066.CSI,273088672.2576,16213801,24294123.3,1.496,1.4983607668553,-0.04676956
2025-12-26,159326.SZ,华夏中证电网设备主题ETF,20240909,中证电网设备主题指数,中证电网设备主题指数收益率,华夏基金管理有限公司,招商证券股份有限公司,股票型ETF,主题指数ETF,931994.CSI,3880209277.6575,228132900,346206937.3,1.521,1.5175668976285,0.046043544
2025-12-26,159350.SZ,富国深证50ETF,20231211,深证50指数,深证50指数收益率,富国基金管理有限公司,招商银行股份有限公司,股票型ETF,规模指数ETF,399850.SZ,231656597.988,11238500,17009071.2,1.513,1.5134645370824,-0.066050198
2025-12-26,159363.SZ,华宝创业板人工智能ETF,20241216,创业板人工智能指数,创业板人工智能指数收益率,华宝基金管理有限公司,广发证券股份有限公司,股票型ETF,主题指数ETF,970070.SZ,3901917971.2312,581823237,573457698.23,0.984,0.98562185516492,0.020329335
2025-12-26,159516.SZ,国泰中证半导体材料设备主题ETF,20230727,中证半导体材料设备主题指数,中证半导体材料设备主题指数收益率,国泰基金管理有限公司,广发证券股份有限公司,股票型ETF,主题指数ETF,931743.CSI,8531549728.0653,452750717,710321692.38,0.39095089974293,0.39242726165299,0.057614749
2025-12-26,159530.SZ,易方达国证机器人产业ETF,20240118,国证机器人产业指数,国证机器人产业指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,980022.SZ,13862732871.197,616815984,929183956.72,1.507,1.5064200358336,0.073046019
2025-12-26,159565.SZ,易方达中证汽车零部件主题ETF,20240226,中证汽车零部件主题指数,中证汽车零部件主题指数收益率,易方达基金管理有限公司,招商银行股份有限公司,股票型ETF,主题指数ETF,931230.CSI,271703069.3961,24501100,38720314.3,1.583,1.5803500373453,-0.00631672
2025-12-26,159566.SZ,易方达国证新能源电池ETF,20240208,国证新能源电池指数,国证新能源电池指数收益率,易方达基金管理有限公司,国投证券股份有限公司,股票型ETF,主题指数ETF,980027.SZ,3981201839.9424,112654800,244734595.33,2.169,2.172429362353,-0.041476566
2025-12-26,159583.SZ,富国中证通信设备主题ETF,20240708,中证通信设备主题指数,中证通信设备主题指数收益率,富国基金管理有限公司,华泰证券股份有限公司,股票型ETF,主题指数ETF,931271.CSI,1415061913.3098,160291900,207328585,1.301,1.2934439294812,0.084621894
2025-12-26,159593.SZ,平安中证A50ETF,20240312,中证A50指数,中证A50指数收益率,平安基金管理有限公司,中国银行股份有限公司,股票型ETF,规模指数ETF,930050.CSI,5660619994.992,145913856,197419614.57,1.355,1.3529874405485,0.014762327
2025-12-26,159611.SZ,广发中证全指电力ETF,20220107,中证全指电力公用事业指数,中证全指电力公用事业指数收益率,广发基金管理有限公司,中国建设银行股份有限公司,股票型ETF,行业指数ETF,H30199.CSI,3760953076.98,150537240,155521444.9,1.036,1.0331094478682,-0.019301293
2025-12-26,159622.SZ,创新药ETF沪港深,20230509,中证沪港深创新药产业指数,中证沪港深创新药产业指数收益率,东财基金管理有限公司,广发证券股份有限公司,股票型ETF,主题指数ETF,931409.CSI,760714995.8204,18513700,20064074.6,1.084,1.0837420180731,-0.165776386
2025-12-26,159623.SZ,博时成渝经济圈ETF,20220909,中证成渝地区双城经济圈成份指数,中证成渝地区双城经济圈成份指数收益率,博时基金管理有限公司,招商银行股份有限公司,股票型ETF,主题指数ETF,931695.CSI,3263356023.952,20298902,20954829.05,1.034,1.0323134251301,0.03869969
2025-12-26,159625.SZ,嘉实国证绿色电力ETF,20220429,国证绿色电力指数,国证绿色电力指数收益率,嘉实基金管理有限公司,华泰证券股份有限公司,股票型ETF,行业指数ETF,399438.SZ,1300332018.623,26583100,31888424.4,1.201,1.1995750834177,0.166805671
2025-12-26,159628.SZ,万家国证2000ETF,20220718,国证2000指数,国证2000指数收益率,万家基金管理有限公司,中国工商银行股份有限公司,股票型ETF,规模指数ETF,399303.SZ,758348239.475,65272000,87990383.8,1.349,1.3480571117784,0.200549655
2025-12-26,159638.SZ,嘉实中证高端装备细分50ETF,20220812,中证高端装备细分50指数,中证高端装备细分50指数收益率,嘉实基金管理有限公司,兴业银行股份有限公司,股票型ETF,主题指数ETF,931521.CSI,1950792592.5936,95278051,96022478.48,1.017,1.0078132106208,0.216791486
2025-12-26,159652.SZ,汇添富中证细分有色金属产业主题ETF,20230208,中证细分有色金属产业主题指数,中证细分有色金属产业主题指数收益率,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型ETF,行业指数ETF,000811.CSI,4097918205.2523,232634803,384254933.26,1.666,1.6517517082773,0.186421312
2025-12-26,159667.SZ,国泰中证机床ETF,20221026,中证机床指数,中证机床指数收益率,国泰基金管理有限公司,中国邮政储蓄银行股份有限公司,股票型ETF,主题指数ETF,931866.CSI,847016517.061,81371600,127268201.9,0.52321452009844,0.52155954406522,0.03187759
2025-12-26,159692.SZ,证券ETF东财,20230523,中证证券公司30指数,中证证券公司30指数收益率,东财基金管理有限公司,国信证券股份有限公司,股票型ETF,行业指数ETF,931412.CSI,936005423.5144,53975400,73329782.1,1.357,1.3585778354584,-0.044195639
2025-12-26,159695.SZ,嘉实国证通信ETF,20230510,国证通信指数,国证通信指数收益率,嘉实基金管理有限公司,中信建投证券股份有限公司,股票型ETF,行业指数ETF,399389.SZ,353499072.64,15684600,35057687,0.74738799850913,0.74477768852459,0.133928571
2025-12-26,159707.SZ,华宝中证800地产ETF,20211112,中证800地产指数,中证800地产指数收益率,华宝基金管理有限公司,中国银行股份有限公司,股票型ETF,行业指数ETF,399965.SZ,343531749.4636,37300200,23402282.2,0.628,0.6274036653959,0.09563277
