日期,代码,名称,上市日期,对标指数,benchmark,管理人,托管人,类别大类,类别细类,对标指数代码,规模,成交量,成交额,收盘价,VWAP,溢价率
2026-05-15,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,254683865.6,45690760,45228656.76,0.985,0.98988628685537,-0.253164557
2026-05-18,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,240891194.6752,18698199,18290214.78,0.979,0.97818056059838,-0.06124949
2026-05-19,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,233458837.7856,12076289,11835882.45,0.981,0.98009267996153,-0.030571691
2026-05-20,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,227592203.776,8553583,8325190.32,0.972,0.97329859545409,-0.102774923
2026-05-21,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,223056849.792,5333379,5188118.45,0.963,0.97276388008428,-0.310559006
2026-05-22,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,219133265.088,5461617,5246282.76,0.961,0.96057317091257,-0.05200208
2026-05-25,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,216518654.3424,5219843,5028287.34,0.962,0.96330240967018,-0.072712164
2026-05-26,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,215284268.2496,4413134,4252399.3,0.965,0.96357810571807,-0.082832885
2026-05-27,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,210282748.1472,7216512,6918677.99,0.96,0.95872881386465,-0.062460962
2026-05-28,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,202964921.8496,5294247,5045604.24,0.951,0.95303529283768,-0.241267177
2026-05-29,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,201031532.9792,8371965,8091183.06,0.971,0.96646164430931,-0.061753808
2026-06-01,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,202935083.9296,2666498,2606646.3,0.981,0.97755419280269,0.020391517
2026-06-02,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,202077828.5568,1132122,1111606.93,0.98,0.98187909960234,-0.142653352
2026-06-03,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,200317779.2512,3319568,3230243.53,0.978,0.97309153781456,0.04091653
2026-06-04,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,198330174.4448,1944034,1889117.63,0.968,0.97175133253842,0.010331646
2026-06-05,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,198535082.1568,2168633,2110193.07,0.968,0.97305218079777,-0.092888843
2026-06-08,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,198821952.9536,4212070,4079971.42,0.969,0.96863808531197,-0.133979182
2026-06-09,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,192821136.0128,2582685,2499225.93,0.968,0.96768515324168,-0.144419228
2026-06-10,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,189525397.7088,9046802,8801387.43,0.974,0.97287278200628,-0.347861674
2026-06-11,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,189467225.3952,3482443,3389847.69,0.976,0.97341081821009,-0.112578037
2026-06-12,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,189508865.6,7554604,7412045.49,0.983,0.98112958534954,-0.455696203
2026-06-15,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,186402289.9968,4657090,4549827.09,0.975,0.9769678254017,-0.143383859
2026-06-16,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,183405038.9184,1955282,1885669.15,0.96,0.96439753958764,-0.072863537
2026-06-17,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,182374137.2736,2499776,2386250.11,0.955,0.95458557486751,-0.031403748
2026-06-18,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,177257810.592,4812239,4501764.35,0.929,0.93548228797447,0.053850296
2026-06-22,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,179614714.0096,5052409,4729664.14,0.944,0.93612059910431,-0.190315077
2026-06-23,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,177592140.0512,5805417,5496771.04,0.937,0.94683483374235,-0.329752154
2026-06-24,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,174059565.8368,2716038,2520186.29,0.92,0.92789065911449,-0.151942696
2026-06-25,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,172104673.4208,5842988,5365148.78,0.915,0.91822005795665,-0.098264003
2026-06-26,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,166289353.1904,5797971,5259921.93,0.904,0.90720045512473,-0.022119
2026-06-29,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,168091648.768,4729878,4280304.38,0.911,0.90495027144463,-0.328227571
2026-06-30,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,165001999.2064,3449590,3093056.15,0.896,0.89664457225351,-0.133749443
2026-07-01,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,166665507.1744,5033803,4549410.31,0.908,0.90377202087567,-0.35118525
2026-07-02,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,167287393.3952,4434735,4043016.32,0.912,0.91167032979423,-0.28427728
2026-07-03,159021.SZ,华夏国证大盘价值ETF,20260515,国证大盘价值指数,国证大盘价值指数收益率,华夏基金管理有限公司,国投证券股份有限公司,股票型ETF,风格指数ETF,399373.SZ,168147059.6416,3029242,2777923.75,0.919,0.91703592845999,-0.032633526
