日期,代码,名称,上市日期,对标指数,benchmark,管理人,托管人,类别大类,类别细类,对标指数代码,规模,成交量,成交额,收盘价,VWAP,溢价率
2021-01-04,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-05,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-06,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-07,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-08,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-11,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-12,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-13,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-14,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-15,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-18,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-19,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
2021-01-20,561960.SH,招商中证国新央企股东回报ETF,20230606,中证国新央企股东回报指数,中证国新央企股东回报指数收益率,招商基金管理有限公司,中信建投证券股份有限公司,股票型ETF,策略指数ETF,932039.CSI,,,,,,
