日期,代码,名称,上市日期,对标指数,benchmark,管理人,托管人,类别大类,类别细类,对标指数代码,规模,成交量,成交额,收盘价,VWAP,溢价率
2021-01-04,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-05,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-06,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-07,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-08,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-11,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-12,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-13,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-14,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-15,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-18,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-19,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-20,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-21,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-22,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-25,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-26,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-27,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-28,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-01-29,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-01,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-02,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-03,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-04,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-05,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-08,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-09,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-10,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-18,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-19,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-22,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-23,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-24,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-25,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-02-26,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-01,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-02,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-03,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-04,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-05,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-08,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-09,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-10,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,,,,,,
2021-03-11,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,266922376.0,,,,,
2021-03-12,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,266922376.0,,,,,
2021-03-15,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,266922376.0,,,,,
2021-03-16,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,266922376.0,,,,,
2021-03-17,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,266922376.0,,,,,
2021-03-18,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,267669758.6528,,,,,
2021-03-19,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,259902317.5112,74465479,72987083,0.4940128,0.497130334683,0.030810311
2021-03-22,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,169008069.12,28538576,28025021,0.5011136,0.49807287690878,-0.080906149
2021-03-23,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,165269003.12,5980200,5764860,0.486912,0.48893632186215,-0.135233538
2021-03-24,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,160615779.28,3109900,2937488,0.4777824,0.4790809716068,0.244758966
2021-03-25,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,158048562.88,7081300,6636442,0.4762608,0.47533692717439,-0.233744156
2021-03-26,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,133869971.76,16514779,16133476,0.5016208,0.49548946596258,0.416285917
2021-03-29,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,132605893.44,3357200,3294166,0.497056,0.49767693172882,0.45100451
2021-03-30,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,131302364.72,7512879,7445123,0.504664,0.50262574248833,-0.030141666
2021-03-31,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,129573899.28,3385300,3350816,0.502128,0.5020334609045,0.030312216
2021-04-01,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,126363128.4,8649300,8692218,0.5082144,0.50971673656828,-0.149476831
2021-04-02,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,118453050.8,13902200,13942173,0.5082144,0.50865835231834,-0.24888004
2021-04-06,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,97783294.56,27912900,28330106,0.5158224,0.51478097092026,-0.235432607
2021-04-07,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,96306089.6,5092000,5125430,0.5077072,0.51052986959937,-0.298804781
2021-04-08,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,95385234.56,2849900,2829858,0.5051712,0.50363310207376,0.160901046
2021-04-09,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,93773738.24,3005500,2951925,0.4960416,0.49815882881384,0.04091653
2021-04-12,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,91241386.88,8418100,8100183,0.486912,0.48804514291824,0.925147183
2021-04-13,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,91529154.08,1983500,1893008,0.484376,0.48406032649357,0.083839866
2021-04-14,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,90433257.12,4137100,4029349,0.4975632,0.49398994774117,-0.284610693
2021-04-15,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,90589525.2,1529200,1495108,0.499592,0.49589247815851,-0.050735667
2021-04-16,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,91884283.92,2101500,2049245,0.4955344,0.49458818177492,-0.132883574
2021-04-19,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,90102875.52,17380100,17551526,0.5178512,0.51220269084758,-0.370804059
2021-04-20,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,83220596.16,12781100,13110826,0.5203872,0.52028471314676,-0.233372229
2021-04-21,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,76757998.8,5212000,5321825,0.5183584,0.51788749808135,-0.244021474
2021-04-22,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,77042703.92,3064800,3148743,0.5214016,0.5210918981989,-0.029174365
2021-04-23,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,72929063.2,8251000,8573575,0.5295168,0.52702911647073,0.095877277
2021-04-26,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69953279.76,5694400,5987084,0.5208944,0.5332693531891,-0.281580736
2021-04-27,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69586498.8,2179000,2222005,0.517344,0.51721015878844,-0.439238653
2021-04-28,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,71107960.56,3788400,3945543,0.5295168,0.52823867849224,-0.27700831
2021-04-29,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,73327620.88,4897200,5122308,0.5320528,0.53051429747611,0.028606847
2021-04-30,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69785087.76,6649900,7121365,0.5472688,0.54315949533076,0.381430831
2021-05-06,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,72704136.96,5930000,6367446,0.542704,0.54461528013491,-0.037369208
2021-05-07,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,73012970.08,8650200,9180699,0.5305312,0.53830553429979,0.17238077
2021-05-10,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,71766807.84,5193700,5471509,0.5371248,0.53432993141691,0.227143668
2021-05-11,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,70734387.36,4018600,4140126,0.530024,0.52253817428955,0.345688496
2021-05-12,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,70707218.4,3261700,3385925,0.5290096,0.52651720268572,0.192122959
2021-05-13,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,70197464.4,4846400,4949758,0.517344,0.51801693166061,0.147275405
2021-05-14,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,71727541.68,5694200,5852721,0.5279952,0.52131995560395,0.028826751
2021-05-17,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,68825248.08,6805400,7263850,0.5457472,0.54136784318335,-0.065013467
2021-05-18,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,68659049.84,2271600,2438525,0.5437184,0.54447080471914,-0.195512522
2021-05-19,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69132840.88,3298400,3607281,0.5538624,0.5546971025952,-0.609811596
2021-05-20,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,68887443.52,2942800,3224686,0.5548768,0.55578385863803,-0.073072707
2021-05-21,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,66911071.92,5267100,5809820,0.5574128,0.55946169694899,0.063734863
2021-05-24,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69472621.84,4318900,4728005,0.5584272,0.55524419088194,-0.280771669
2021-05-25,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69161128.56,3903300,4318656,0.5650208,0.56117191176697,-0.259647238
2021-05-26,516090.SH,易方达中证新能源ETF,20210319,中证新能源指数,中证新能源指数收益率,易方达基金管理有限公司,中国建设银行股份有限公司,股票型ETF,主题指数ETF,399808.SZ,69246101.2,3427000,3781817,0.5589344,0.55971333014298,0.136301681
