日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2024-01-02,2023-12-29,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,60,2023-10-10,2024-01-02,2117.4349,2304.0425,0.00168272459698465,0.088129084865844,0.0883580427554826,0.696104682380728,0.0613470686290426,0.997408748739804,1,0.0416666666666667
2024-01-02,2023-12-29,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,60,2023-10-10,2024-01-02,2325.2243,2388.8481,0.000737130670026522,0.027362435529338,0.079929749040848,0.290265844565054,0.00794238045828013,0.342331057681096,2,0.0833333333333333
2024-01-02,2023-12-29,159611.SZ,广发中证全指电力ETF,H30199.CSI,中证全指电力公用事业指数,60,2023-10-10,2024-01-02,2562.0725,2601.7385,0.000123528607721459,0.0154819974844582,0.054609699265457,0.0476721596277155,0.000738060255434983,0.283502705429679,3,0.125
2024-01-02,2023-12-29,560080.SH,汇添富中证中药ETF,930641.CSI,中证中药指数,60,2023-10-10,2024-01-02,11211.165,11182.1116,0.000448903995990905,-0.0025914701995734,0.0897878593401523,0.0814436556594612,-0.000211058806585811,-0.0288621448224517,4,0.166666666666667
2024-01-02,2023-12-29,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,60,2023-10-10,2024-01-02,2881.8603,2838.8685,-0.000233652501027924,-0.0149180721910773,0.0476144982663913,0.154167603047335,-0.0022998834317855,-0.313309448471228,5,0.208333333333333
2024-01-02,2023-12-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,60,2023-10-10,2024-01-02,10295.0271,9891.2161,-0.000499725072773397,-0.0392238889783981,0.0910964438353964,0.109796176971737,-0.00430663305579198,-0.430575413561394,6,0.25
2024-01-02,2023-12-29,159869.SZ,华夏中证动漫游戏ETF,930901.CSI,中证动漫游戏指数,60,2023-10-10,2024-01-02,1607.5041,1525.3317,0.00117087956413327,-0.0511180033693227,0.198800169555052,0.110470469381076,-0.00564702982603252,-0.257132594422497,7,0.291666666666667
2024-01-02,2023-12-29,510410.SH,博时上证自然资源ETF,000068.SH,上证自然资源指数,60,2023-10-10,2024-01-02,2612.5748,2570.4536,-0.00065242184915242,-0.0161224857561973,0.0611324570835795,0.403783846682541,-0.00650999931672183,-0.263730373771087,8,0.333333333333333
2024-01-02,2023-12-29,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,60,2023-10-10,2024-01-02,5630.3714,5409.4554,-0.000528010781625136,-0.0392364880227972,0.0671113942576104,0.20574687915073,-0.00807278495952552,-0.584647189301209,9,0.375
2024-01-02,2023-12-29,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,60,2023-10-10,2024-01-02,942.8117,915.5684,-0.000703961098381422,-0.0288958017809918,0.0793617762311262,0.310472797196926,-0.00897136040619245,-0.36410225618991,10,0.416666666666667
2024-01-02,2023-12-29,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,60,2023-10-10,2024-01-02,674.6839,644.9297,-0.000862432702932931,-0.0441009486071922,0.084769466741286,0.26057694649957,-0.0114916905257966,-0.520245676922647,11,0.458333333333333
2024-01-02,2023-12-29,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,60,2023-10-10,2024-01-02,9425.5883,9012.0792,-0.000982915194924,-0.0438709061799357,0.0930524695080188,0.268929583852256,-0.0117981845421915,-0.471464179423579,12,0.5
2024-01-02,2023-12-29,516910.SH,富国中证现代物流ETF,930716.CSI,中证现代物流指数,60,2023-10-10,2024-01-02,1027.1614,986.7089,-0.000498064197371437,-0.0393828078041094,0.0584626806724686,0.337998463839676,-0.0133113285394822,-0.673640129927461,13,0.541666666666667
2024-01-02,2023-12-29,588000.SH,华夏上证科创板50成份ETF,000688.SH,上证科创板50成份指数,60,2023-10-10,2024-01-02,882.0437,839.8012,-0.000765212821451058,-0.0478916180683564,0.0881911683142103,0.327552197632992,-0.0156870047464901,-0.543043243261351,14,0.583333333333333
2024-01-02,2023-12-29,510210.SH,上证综指ETF,000001.SH,上证综合指数,60,2023-10-10,2024-01-02,3075.2361,2962.2762,-0.000703064844817292,-0.0367321065202116,0.050458934183012,0.457665441416386,-0.0168110157447264,-0.727960412064712,15,0.625
2024-01-02,2023-12-29,516110.SH,国泰中证800汽车与零部件ETF,H30015.CSI,中证800汽车与零部件指数,60,2023-10-10,2024-01-02,7709.3327,7223.3796,-0.000936507342004624,-0.0630343920687195,0.104453357178873,0.319006568906771,-0.0201083851369664,-0.603469278261449,16,0.666666666666667
2024-01-02,2023-12-29,517180.SH,南方富时中国国企开放共赢ETF,GPCCH0.FS,富时中国国企开放共赢指数,60,2023-10-11,2024-01-02,1382.82,1325.37,-0.00111400579134608,-0.0415455373801363,0.0574796756078923,0.625221176989329,-0.025975149779463,-0.722786566569138,17,0.708333333333333
2024-01-02,2023-12-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,60,2023-10-10,2024-01-02,4843.9576,4635.2857,-0.00132125924164671,-0.0430788039928341,0.0894744075326393,0.617647518843218,-0.0266075164009073,-0.481465093547777,18,0.75
2024-01-02,2023-12-29,159915.SZ,易方达创业板ETF,399006.SZ,创业板指数,60,2023-10-10,2024-01-02,1987.9379,1855.9217,-0.00126117863297524,-0.0664086136694712,0.0976413651668538,0.420122422485312,-0.0278997476487094,-0.680127869535511,19,0.791666666666667
2024-01-02,2023-12-29,159766.SZ,富国中证旅游主题ETF,930633.CSI,中证旅游主题指数,60,2023-10-10,2024-01-02,3222.7824,2893.7718,-0.00143614751927826,-0.10208898993615,0.0956913662641391,0.452819636158721,-0.0462278992786986,-1.06685685367216,20,0.833333333333333
2024-01-02,2023-12-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,60,2023-10-10,2024-01-02,3657.1259,3386.3522,-0.00152074396360552,-0.074040026896531,0.0623993506769671,0.722181874251499,-0.0534703653937681,-1.18655123960866,21,0.875
2024-01-02,2023-12-29,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,60,2023-10-10,2024-01-02,5606.8616,5231.8177,-0.00153076803155961,-0.0668901654358653,0.0501903548270586,0.880805542665583,-0.058917228465728,-1.33272947892776,22,0.916666666666667
2024-01-02,2023-12-29,516970.SH,广发中证基建工程ETF,399995.SZ,中证基建工程指数,60,2023-10-10,2024-01-02,3757.8263,3429.1789,-0.00180005475990461,-0.0874567831940504,0.071253328492265,0.872338415441008,-0.0762919116710657,-1.2274062846558,23,0.958333333333333
2024-01-02,2023-12-29,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,60,2023-10-10,2024-01-02,3360.1874,2894.6049,-0.00189029032394911,-0.138558492303138,0.102424430394902,0.644488348462432,-0.0892993338698937,-1.35278753095252,24,1
2024-01-03,2023-12-29,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,60,2023-10-11,2024-01-03,2094.9559,2335.7394,0.00178721797191842,0.11493487762678,0.0883206138944354,0.72437902762858,0.0832564148958964,1.30133694229248,1,0.0416666666666667
2024-01-03,2023-12-29,159865.SZ,国泰中证畜牧养殖ETF,930707.CSI,中证畜牧养殖指数,60,2023-10-11,2024-01-03,2313.0978,2367.6933,0.000744842454164355,0.0236027633591627,0.0802771838763179,0.295636276274173,0.00697783306928335,0.29401583637422,2,0.0833333333333333
2024-01-03,2023-12-29,159611.SZ,广发中证全指电力ETF,H30199.CSI,中证全指电力公用事业指数,60,2023-10-11,2024-01-03,2549.425,2641.0328,0.000204830457276054,0.0359327299292977,0.0563108522997487,0.104276520608793,0.0037469400530026,0.638113764253184,3,0.125
2024-01-03,2023-12-29,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,60,2023-10-11,2024-01-03,2872.8484,2877.6169,-0.000177269670150008,0.00165985089919829,0.0494964961432785,0.0894398186140067,0.000148456763350591,0.0335347151522299,4,0.166666666666667
2024-01-03,2023-12-29,560080.SH,汇添富中证中药ETF,930641.CSI,中证中药指数,60,2023-10-11,2024-01-03,11296.3062,11289.7886,0.000495833106677806,-0.000576967363012937,0.0899852693029029,0.0989251556206915,-5.70765861741148e-05,-0.006411797925178,5,0.208333333333333
2024-01-03,2023-12-29,510410.SH,博时上证自然资源ETF,000068.SH,上证自然资源指数,60,2023-10-11,2024-01-03,2586.4881,2583.6606,-0.000540951663189227,-0.00109318113622869,0.060549006146213,0.288926998442638,-0.000315849544444669,-0.0180544852146523,6,0.25
2024-01-03,2023-12-29,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,60,2023-10-11,2024-01-03,10183.2571,9779.7057,-0.000456035395463956,-0.0396289120501534,0.0911451018936085,0.0945457110270725,-0.00374674366701108,-0.434789267078896,7,0.291666666666667
2024-01-03,2023-12-29,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,60,2023-10-11,2024-01-03,935.2294,923.2365,-0.000688850792810912,-0.0128234848049046,0.0794610603814542,0.299268824062909,-0.00383766921795238,-0.161380740998739,8,0.333333333333333
2024-01-03,2023-12-29,159869.SZ,华夏中证动漫游戏ETF,930901.CSI,中证动漫游戏指数,60,2023-10-11,2024-01-03,1624.3056,1540.5731,0.00111709787246983,-0.0515497206929533,0.198774804525783,0.0999411384045641,-0.00515193777049106,-0.259337297883077,9,0.375
2024-01-03,2023-12-29,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,60,2023-10-11,2024-01-03,5629.7886,5401.395,-0.000522355300727065,-0.040568770202135,0.0671144292050023,0.202532854884653,-0.00821650884819785,-0.604471656582476,10,0.416666666666667
2024-01-03,2023-12-29,516910.SH,富国中证现代物流ETF,930716.CSI,中证现代物流指数,60,2023-10-11,2024-01-03,1022.1517,990.19,-0.000486873219531072,-0.0312690376585002,0.0584489900043991,0.329112101626455,-0.0102910186996258,-0.534979948432757,11,0.458333333333333
2024-01-03,2023-12-29,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,60,2023-10-11,2024-01-03,672.6747,646.5579,-0.000951451998269751,-0.0388253044153437,0.084797948225389,0.303702388931087,-0.0117913377019165,-0.45785664898575,12,0.5
2024-01-03,2023-12-29,510210.SH,上证综指ETF,000001.SH,上证综合指数,60,2023-10-11,2024-01-03,3078.9556,2967.2472,-0.000687882829885331,-0.0362812636856472,0.0504783217621787,0.445576397623311,-0.0161660747742721,-0.718749404082432,13,0.541666666666667
2024-01-03,2023-12-29,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,60,2023-10-11,2024-01-03,4801.2144,4632.8124,-0.00122166982522856,-0.0350748760563577,0.0890900037523411,0.557214343696713,-0.0195442240419869,-0.393701589168875,14,0.583333333333333
2024-01-03,2023-12-29,512010.SH,易方达沪深300医药ETF,000913.SH,沪深300医药卫生指数,60,2023-10-11,2024-01-03,9644.8151,8976.7832,-0.00104591088226436,-0.0692633184849754,0.0898514468089939,0.296063305615202,-0.0205063270285403,-0.770864810137284,15,0.625
2024-01-03,2023-12-29,517180.SH,南方富时中国国企开放共赢ETF,GPCCH0.FS,富时中国国企开放共赢指数,60,2023-10-12,2024-01-03,1394.58,1337.74,-0.0010127269431541,-0.040757790876106,0.0576203720721876,0.547572950447196,-0.0223178638037392,-0.70735035908904,16,0.666666666666667
2024-01-03,2023-12-29,516110.SH,国泰中证800汽车与零部件ETF,H30015.CSI,中证800汽车与零部件指数,60,2023-10-11,2024-01-03,7650.9274,7152.751,-0.00102110463984086,-0.0651132044463001,0.104617185274689,0.352175306232145,-0.022931262715632,-0.622394917960517,17,0.708333333333333
2024-01-03,2023-12-29,588000.SH,华夏上证科创板50成份ETF,000688.SH,上证科创板50成份指数,60,2023-10-11,2024-01-03,893.4484,829.7721,-0.0008083467500473,-0.0712702602634914,0.0877680561675352,0.34840166041022,-0.024830677013669,-0.812029608214722,18,0.75
2024-01-03,2023-12-29,159915.SZ,易方达创业板ETF,399006.SZ,创业板指数,60,2023-10-11,2024-01-03,2003.9016,1834.7319,-0.00128278159683887,-0.0844201631457353,0.0977312113075973,0.428108001123745,-0.0361409472988612,-0.863799414907822,19,0.791666666666667
2024-01-03,2023-12-29,159766.SZ,富国中证旅游主题ETF,930633.CSI,中证旅游主题指数,60,2023-10-11,2024-01-03,3186.4216,2919.6639,-0.00141413266422662,-0.0837170134673956,0.0957791658475133,0.446143265787501,-0.0373497817903201,-0.874062879193149,20,0.833333333333333
2024-01-03,2023-12-29,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,60,2023-10-11,2024-01-03,5600.6056,5256.9005,-0.00149658230511673,-0.0613692740656475,0.0505413894823,0.865805311295028,-0.0531338434363578,-1.2142379680151,21,0.875
2024-01-03,2023-12-29,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,60,2023-10-11,2024-01-03,3667.5483,3378.2971,-0.00150454416721564,-0.0788677275224978,0.0622670597384075,0.716458849986371,-0.0565054813618072,-1.26660433066588,22,0.916666666666667
