日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2025-01-02,2024-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),60,2024-10-10,2025-01-02,4387.687,4658.453,0.00144994151126735,0.0617104182682129,0.0710072710890363,0.622850339995915,0.0384363549996465,0.869071819290646,0.541301678126047,1,0.0909090909090909
2025-01-02,2024-12-31,159941.SZ,广发纳指100ETF,XNDX.GI,纳斯达克100总收益指数,60,2024-10-08,2025-01-02,24245.0102,25332.0812,0.00134780915875121,0.0448368959646799,0.0834084870383295,0.704215553343101,0.0315748395019541,0.537557957909914,0.378556674783517,2,0.181818181818182
2025-01-02,2024-12-31,513030.SH,华安德国(DAX)ETF,GDAXI.GI,德国法兰克福DAX指数,60,2024-10-04,2025-01-02,19120.93,20024.66,0.000893864361293432,0.0472639144644116,0.0574601905628929,0.468386668610525,0.0221377874414786,0.822550604190549,0.385271737260386,3,0.272727272727273
2025-01-02,2024-12-31,513880.SH,华安日经225ETF,N225.GI,东京日经225指数,60,2024-10-04,2024-12-30,38635.62,39894.54,0.000175580289048171,0.0325844389193184,0.076838693278713,0.0477323402161971,0.0015553315242508,0.424062897596743,0.0202415145011541,4,0.363636363636364
2025-01-02,2024-12-31,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,60,2024-10-10,2025-01-02,3261.9072,3201.2872,-0.000208537845616384,-0.0185842196859555,0.132848400571151,0.0180079416267483,-0.000334663543283354,-0.139890428534005,-0.00251913867118118,5,0.454545454545455
2025-01-02,2024-12-31,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,60,2024-10-07,2025-01-02,1447.86,971.7972,-0.000122837160952813,-0.328804442418466,0.358781155734493,0.00110838455539697,-0.000364441765722539,-0.916448473291026,-0.0010157773336129,6,0.545454545454545
2025-01-02,2024-12-31,159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),SPSIOP.GI,标普石油天然气勘探及生产精选行业指数,60,2024-10-08,2025-01-02,5318.23,5214.34,-0.000531745331391951,-0.0195346948138759,0.117931274607984,0.0492449906734354,-0.000961985863917726,-0.165644735705701,-0.00815717346493092,7,0.636363636363636
2025-01-02,2024-12-31,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2024-10-11,2025-01-02,1162.6557,1079.3954,-0.000413931434403805,-0.0716121720299483,0.145969223329203,0.0454944072607187,-0.00325795331915512,-0.490597746543063,-0.022319453682421,8,0.727272727272727
2025-01-02,2024-12-31,513180.SH,华夏恒生科技ETF(QDII),HSTECH.HK,恒生科技指数,60,2024-10-07,2025-01-02,5386.48,4357.53,-0.000846149704486442,-0.191024565207705,0.197134212515856,0.166455514810198,-0.0317970923430428,-0.969007676393769,-0.161296671629159,9,0.818181818181818
2025-01-02,2024-12-31,513290.SH,汇添富纳斯达克生物科技ETF,NBI.NQI,纳斯达克生物技术指数,60,2024-10-08,2025-01-02,4679.38,4338.36,-0.00172842130223849,-0.0728771760361416,0.0952009012469913,0.639414622147041,-0.0465987319782929,-0.765509308016606,-0.489477844935481,10,0.909090909090909
2025-01-02,2024-12-31,159691.SZ,港股红利ETF工,930839.CSI,中证港股通高股息精选指数,60,2024-10-07,2025-01-02,3267.4536,2835.8533,-0.00121028023712438,-0.132090720431347,0.126257110623591,0.407512169956069,-0.0538285761140389,-1.04620420805564,-0.426340947041926,11,1
