日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2022-01-04,2021-12-31,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,5,2021-12-28,2022-01-04,1268.3064,1385.6923,0.0243698267472969,0.0925532663085198,0.0617586098635312,0.858881488926834,0.0794922871721033,1.49862936541214,1,0.0344827586206897
2022-01-04,2021-12-31,515210.SH,国泰中证钢铁ETF,930606.CSI,中证钢铁指数,5,2021-12-28,2022-01-04,1267.1611,1298.8914,0.00620555704956054,0.025040462495258,0.00323285914622504,0.985844754435302,0.024686008599584,7.74560887519564,2,0.0689655172413793
2022-01-04,2021-12-31,512660.SH,国泰中证军工ETF,399967.SZ,中证军工指数,5,2021-12-28,2022-01-04,14203.8883,14732.8785,0.0105336747819315,0.0372426330612583,0.0365364985551037,0.641823714715813,0.0239032050971747,1.01932682479383,3,0.103448275862069
2022-01-04,2021-12-31,159825.SZ,富国中证农业主题ETF,000949.CSI,中证农业主题指数,5,2021-12-28,2022-01-04,7387.0808,7621.4205,0.00797928691769055,0.0317229100837777,0.0334019220097746,0.522785422807517,0.0165842749608326,0.949733074476805,4,0.137931034482759
2022-01-04,2021-12-31,510880.SH,华泰柏瑞上证红利ETF,000015.SH,上证红利指数,5,2021-12-28,2022-01-04,2769.865,2837.4245,0.00608807307203353,0.0243908999175051,0.0190126982052426,0.657143946673278,0.0160283322347022,1.28287419566674,5,0.172413793103448
2022-01-04,2021-12-31,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,5,2021-12-28,2022-01-04,4570.2929,4674.8489,0.00608244686373432,0.0228773083668226,0.0195130466765528,0.653118365929055,0.0149415902573943,1.1724108872405,6,0.206896551724138
2022-01-04,2021-12-31,515880.SH,国泰中证全指通信设备ETF,931160.CSI,中证全指通信设备指数,5,2021-12-28,2022-01-04,5810.7005,5890.683,0.00430526907235896,0.0137646915376211,0.0152445661955344,0.746675561536958,0.0102777587832362,0.902924449345967,7,0.241379310344828
2022-01-04,2021-12-31,515050.SH,华夏中证5G通信主题ETF,931079.CSI,中证5G通信主题指数,5,2021-12-28,2022-01-04,1090.4344,1108.3988,0.00547433721074771,0.0164745352861206,0.0310037209331818,0.541305555104992,0.0089177574681503,0.531372841396232,8,0.275862068965517
2022-01-04,2021-12-31,159819.SZ,易方达中证人工智能主题ETF,930713.CSI,中证人工智能主题指数,5,2021-12-28,2022-01-04,3648.7381,3694.917,0.00416234468008595,0.0126561289778513,0.0171957828371264,0.701373465473202,0.00887667304067137,0.736001908010036,9,0.310344827586207
2022-01-04,2021-12-31,510500.SH,南方中证500ETF,000905.SH,中证小盘500指数,5,2021-12-28,2022-01-04,7286.0336,7354.4562,0.00339785428806519,0.00939092567456723,0.0129483327989487,0.696462290078222,0.00654042560126346,0.725261376918712,10,0.344827586206897
2022-01-04,2021-12-31,515450.SH,南方标普中国A股大盘红利低波50ETF,SPCLLHCP.GI,标普中国A股大盘红利低波50指数,5,2021-12-28,2022-01-04,2911.72,2937.28,0.00350627420841511,0.00877831659637618,0.0167105815251164,0.565116217980005,0.00496076907517522,0.525314848150686,11,0.379310344827586
2022-01-04,2021-12-31,512960.SH,博时央企结构调整ETF,000860.CSI,中证央企结构调整指数,5,2021-12-28,2022-01-04,1262.542,1268.1221,0.0025317993076155,0.00441973415537866,0.0175338265745303,0.394565099792492,0.00174387284807327,0.252069001400914,12,0.413793103448276
2022-01-04,2021-12-31,510210.SH,上证综指ETF,000001.SH,上证综合指数,5,2021-12-28,2022-01-04,3630.1115,3632.3289,0.00130430536288883,0.000610835231920515,0.0144992904620782,0.201048019505092,0.000122807213621553,0.0421286292262444,13,0.448275862068966
2022-01-04,2021-12-31,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,5,2021-12-28,2022-01-04,868.8069,869.1888,0.0018608431382194,0.000439568332157636,0.024244597206366,0.178587218324264,7.85012857034684e-05,0.0181305685722927,14,0.482758620689655
2022-01-04,2021-12-31,512480.SH,国联安半导体ETF,H30184.CSI,中证全指半导体产品与设备指数,5,2021-12-28,2022-01-04,8097.156,7999.0916,-0.000282364934548205,-0.012110968344935,0.0401441309863633,0.00156025404577698,-1.88961873584617e-05,-0.30168714697172,15,0.517241379310345
2022-01-04,2021-12-31,159996.SZ,国泰中证全指家用电器ETF,930697.CSI,中证全指家用电器指数,5,2021-12-28,2022-01-04,11524.5885,11518.3223,0.000874562878916385,-0.000543724402827905,0.0180547041935099,0.0588368848710973,-3.19910500907916e-05,-0.0301153869374032,16,0.551724137931034
2022-01-04,2021-12-31,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,5,2021-12-28,2022-01-04,6290.6927,6266.6502,-0.00034102112924569,-0.00382191614605487,0.014168971607261,0.017603519233224,-6.72791743848463e-05,-0.26973842929407,17,0.586206896551724
2022-01-04,2021-12-31,515220.SH,国泰中证煤炭ETF,399998.SZ,中证煤炭指数,5,2021-12-28,2022-01-04,1994.3865,1991.9206,-0.0013254647849838,-0.00123642032274096,0.0239732743221424,0.0684968165140588,-8.4690855981041e-05,-0.0515749457552808,18,0.620689655172414
2022-01-04,2021-12-31,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,5,2021-12-28,2022-01-04,4955.9644,4917.7653,-0.000389238828616951,-0.00770770266227094,0.0198600231209234,0.0123160862215492,-9.49287305585935e-05,-0.388101394209886,19,0.655172413793103
