日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2026-01-05,2025-12-31,159502.SZ,嘉实标普生物科技精选行业ETF(QDII),SPSIBI.GI,标普生物科技精选行业指数,60,2025-10-09,2026-01-05,8297.59,9387.7,0.00305327409353563,0.131376700945696,0.113139738807208,0.867677975467341,0.11399266990014,1.16118971398338,1.0075387401626,1,0.0588235294117647
2026-01-05,2025-12-31,513400.SH,道琼斯ETF,DJI.GI,道琼斯工业平均指数,60,2025-10-09,2026-01-05,46358.4219,48977.1797,0.000793758328247728,0.0564893646649347,0.0582209618226451,0.579874187226236,0.0327567244220055,0.970258183590555,0.562627675609177,2,0.117647058823529
2026-01-05,2025-12-31,513190.SH,华夏中证港股通内地金融ETF,H11146.CSI,中证港股通内地金融指数,60,2025-10-08,2026-01-05,1010.0125,1119.8372,0.000829183514093807,0.108735980990334,0.0839443468823639,0.26818718052601,0.0291615961635275,1.29533417113498,0.347392019195686,3,0.176470588235294
2026-01-05,2025-12-31,513880.SH,华安日经225ETF,N225.GI,东京日经225指数,60,2025-10-06,2026-01-05,47944.76,51832.8,0.000646768893287947,0.0810941591948735,0.113459621684212,0.226541665048333,0.0183712058497013,0.714740257292411,0.161918447964097,4,0.235294117647059
2026-01-05,2025-12-31,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2025-10-14,2026-01-05,1211.8174,1244.5257,-0.00104727886104421,0.0269911126874396,0.0928241031085428,0.414122649761354,0.0111776311061298,0.290776983386285,0.120417334849542,5,0.294117647058824
2026-01-05,2025-12-31,159509.SZ,景顺长城纳斯达克科技ETF(QDII),NDXTMC.GI,纳斯达克科技市值加权指数,60,2025-10-09,2026-01-05,2291.4397,2364.0596,0.000568487763965334,0.0316918223944536,0.113469651903922,0.156228265743278,0.00495115845092944,0.279297784585503,0.0436342085117326,6,0.352941176470588
2026-01-05,2025-12-31,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,60,2025-10-13,2026-01-05,5413.649,6238.8329,0.000222028245262855,0.152426561086616,0.168061204963597,0.00929468059903316,0.00141675620010912,0.906970535642852,0.00843000144153433,7,0.411764705882353
2026-01-05,2025-12-31,513910.SH,华夏中证港股通央企红利ETF,931233.CSI,中证港股通央企红利指数,60,2025-10-08,2026-01-05,1119.4841,1174.1855,9.06107140467955e-05,0.0488630432535846,0.072667847873788,0.00478586026767036,0.000233851697264789,0.672416270514184,0.00321809031238892,8,0.470588235294118
2026-01-05,2025-12-31,513630.SH,摩根标普港股通低波红利ETF,SPAHLVCP.GI,标普港股通低波红利指数,60,2025-10-10,2026-01-05,1297.91,1311,0.000152555826795112,0.0100854450616761,0.058265243145616,0.0177260659342843,0.000178775264139872,0.173095391303364,0.00306830031916418,9,0.529411764705882
2026-01-05,2025-12-31,159561.SZ,嘉实德国DAX ETF(QDII),GDAXI.GI,德国法兰克福DAX指数,60,2025-10-07,2026-01-05,24385.78,24868.69,-5.91303071174371e-05,0.0198029343330417,0.0620144413383808,0.0042907785203351,8.49700052758219e-05,0.319327787296951,0.00137016481067989,10,0.588235294117647
2026-01-05,2025-12-31,513080.SH,华安法国CAC40ETF,FCHI.GI,法国巴黎CAC40指数,60,2025-10-09,2026-01-05,8041.36,8211.5,3.12372509574223e-05,0.0211581125580749,0.0520722254797749,0.00246988648567814,5.22581362696461e-05,0.406322417817398,0.00100357024859526,11,0.647058823529412
2026-01-05,2025-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),60,2025-10-13,2026-01-05,5101.553,5270.608,8.31826422222464e-06,0.0331379483855212,0.0669523718101046,0.000102099698374047,3.38337453489647e-06,0.494948087567526,5.0534050451456e-05,12,0.705882352941177
2026-01-05,2025-12-31,159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),SPSIOP.GI,标普石油天然气勘探及生产精选行业指数,60,2025-10-09,2026-01-05,5057.56,4920.08,0.000324962802166707,-0.0271830685152525,0.129067722086177,0.0417438624361355,-0.00113472627269275,-0.210610895395695,-0.00879171224494923,13,0.764705882352941
2026-01-05,2025-12-31,513970.SH,景顺长城恒生消费ETF(QDII),HSCGSI.HK,恒生消费指数,60,2025-10-08,2026-01-05,2732.78,2617.54,-0.000669981453792837,-0.0421695123646983,0.0825192153781337,0.381556100847514,-0.0160900347125153,-0.511026579342302,-0.194985309043291,14,0.823529411764706
2026-01-05,2025-12-31,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,60,2025-10-08,2026-01-05,1576.5681,1469.1065,-0.00201940687768275,-0.0681617241906645,0.125654733796766,0.636433309635632,-0.0433803917171357,-0.542452497658458,-0.345234838404887,15,0.882352941176471
2026-01-05,2025-12-31,513180.SH,华夏恒生科技ETF(QDII),HSTECH.HK,恒生科技指数,60,2025-10-08,2026-01-05,6514.19,5741.63,-0.00213087762446125,-0.118596479378096,0.133144472818186,0.709758396237115,-0.0841748470027655,-0.890735280765608,-0.632206844348014,16,0.941176470588235
2026-01-05,2025-12-31,513120.SH,广发中证香港创新药(QDII-ETF),931787.CSI,中证香港创新药指数,60,2025-10-08,2026-01-05,1646.4702,1334.7547,-0.00216266830631264,-0.189323499447485,0.168326545981507,0.641877364509314,-0.121522468865032,-1.12473940663099,-0.72194476608807,17,1
2026-01-06,2025-12-31,159502.SZ,嘉实标普生物科技精选行业ETF(QDII),SPSIBI.GI,标普生物科技精选行业指数,60,2025-10-10,2026-01-06,8177.55,9538.01,0.00300200178056901,0.166365231640283,0.112676652962019,0.857791614527642,0.142706700649984,1.4764836127708,1.26651526202227,1,0.0588235294117647
2026-01-06,2025-12-31,513400.SH,道琼斯ETF,DJI.GI,道琼斯工业平均指数,60,2025-10-10,2026-01-06,45479.6016,49462.0781,0.00082646318569384,0.0875662134208317,0.0552548555983352,0.590264344868426,0.051687213597456,1.58476956409728,0.9354329685193,2,0.117647058823529
2026-01-06,2025-12-31,513190.SH,华夏中证港股通内地金融ETF,H11146.CSI,中证港股通内地金融指数,60,2025-10-09,2026-01-06,1020.546,1141.1649,0.000776895808919083,0.118190556819585,0.0852759422381145,0.256739950703457,0.0303442377314743,1.38597772968094,0.355835853994373,3,0.176470588235294
2026-01-06,2025-12-31,513880.SH,华安日经225ETF,N225.GI,东京日经225指数,60,2025-10-07,2026-01-06,47950.88,52518.08,0.000668660665907173,0.0952474699108756,0.114060685407982,0.233721913815383,0.022261420953643,0.835059596303374,0.195171726997926,4,0.235294117647059
2026-01-06,2025-12-31,159509.SZ,景顺长城纳斯达克科技ETF(QDII),NDXTMC.GI,纳斯达克科技市值加权指数,60,2025-10-10,2026-01-06,2197.2688,2384.9787,0.000573223535708044,0.0854287377129281,0.105495291430291,0.158358519040066,0.0135283683876816,0.809787209975882,0.128236703309368,5,0.294117647058824
2026-01-06,2025-12-31,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),931790.CSI,中证韩交所中韩半导体指数,60,2025-10-14,2026-01-06,5198.7212,6392.1132,0.000445955332677694,0.229554914389331,0.163824163963095,0.030391275668345,0.00697646668422949,1.4012274431081,0.0425850894975486,6,0.352941176470588
2026-01-06,2025-12-31,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2025-10-15,2026-01-06,1238.9339,1252.6513,-0.00103899423034704,0.0110719385432911,0.090348587264483,0.406192985859529,0.00449734377615263,0.122546891750278,0.0497776878678498,7,0.411764705882353
2026-01-06,2025-12-31,159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),SPSIOP.GI,标普石油天然气勘探及生产精选行业指数,60,2025-10-10,2026-01-06,4783.77,4845.79,0.000312582492882474,0.0129646701241906,0.117936540000701,0.0383561284148768,0.00049727455213997,0.109929205351569,0.00421645871701013,8,0.470588235294118
2026-01-06,2025-12-31,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),ASIATECN.GI,新交所泛东南亚科技指数(净总收益),60,2025-10-14,2026-01-06,5080.005,5333.571,5.54620531596288e-05,0.0499145178006715,0.0677179790801838,0.00411456527407705,0.000205376541614944,0.737094025525607,0.00303282148115733,9,0.529411764705882
2026-01-06,2025-12-31,513080.SH,华安法国CAC40ETF,FCHI.GI,法国巴黎CAC40指数,60,2025-10-10,2026-01-06,7918,8237.43,4.49197231257095e-05,0.0403422581459965,0.0496201431430753,0.00496926676288023,0.000200471442544434,0.813021801039007,0.00404012221340016,10,0.588235294117647
