日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,风险调整R平方趋势得分,因子排名,排名百分比
2023-01-03,2022-12-30,513360.SH,博时全球中国教育(QDII-ETF),931456.CSI,中证全球中国教育主题指数,60,2022-10-12,2023-01-03,846.365,1186.0191,0.00576953615077243,0.401309246010882,0.204572278441769,0.873155923155672,0.350405545171538,1.96169905848272,1.71286915236309,1,0.032258064516129
2023-01-03,2022-12-30,513060.SH,博时恒生医疗保健(QDII-ETF),HSHCI.HK,恒生医疗保健指数,60,2022-10-07,2023-01-03,2830.54,3905.76,0.00606199907198202,0.379863912892946,0.245114267109496,0.839293184187921,0.318817193010004,1.54974215647454,1.30068802917777,2,0.0645161290322581
2023-01-03,2022-12-30,513090.SH,易方达中证香港证券投资主题(港股通)ETF,930709.CSI,中证香港证券投资主题指数,60,2022-10-07,2023-01-03,679.1286,810.4118,0.00468855658599389,0.1933112520957,0.179485099281144,0.772280048184321,0.149290423083039,1.07703231560688,0.831770568592949,3,0.0967741935483871
2023-01-03,2022-12-30,159766.SZ,富国中证旅游主题ETF,930633.CSI,中证旅游主题指数,60,2022-10-11,2023-01-03,3861.0316,4588.6104,0.0037592944859447,0.18844155536049,0.171077871934525,0.7683368914829,0.144786598871882,1.10149578802693,0.846319849754117,4,0.129032258064516
2023-01-03,2022-12-30,512980.SH,广发中证传媒ETF,399971.SZ,中证传媒指数,60,2022-10-11,2023-01-03,786.7894,944.5474,0.00282670756967567,0.200508547776572,0.122036237187508,0.699027649018233,0.140161018760317,1.64302466544008,1.14851966916155,5,0.161290322580645
2023-01-03,2022-12-30,513330.SH,华夏恒生互联网科技业ETF(QDII),HSIII.HK,恒生互联网科技业指数,60,2022-10-07,2023-01-03,2298.09,2744.47,0.00638509934113894,0.194239564159802,0.322247240717872,0.677313874337313,0.131561151750667,0.602765639597389,0.408261530673116,6,0.193548387096774
2023-01-03,2022-12-30,512690.SH,酒ETF,399987.SZ,中证酒指数,60,2022-10-11,2023-01-03,7864.4445,8449.9825,0.00344483014808417,0.0744538282392355,0.176441319136675,0.565262865016165,0.0420859842619317,0.421975014716151,0.23852680578369,7,0.225806451612903
2023-01-03,2022-12-30,159745.SZ,国泰中证全指建筑材料ETF,931009.CSI,中证全指建筑材料指数,60,2022-10-11,2023-01-03,7691.5538,8177.1909,0.00226553266320478,0.0631390110019123,0.145324353856438,0.540634390165626,0.0341351207086796,0.434469580124784,0.234889196496278,8,0.258064516129032
2023-01-03,2022-12-30,512800.SH,华宝中证银行ETF,399986.SZ,中证银行指数,60,2022-10-11,2023-01-03,5414.7432,5725.9286,0.00184074448661198,0.0574700200002098,0.102230587073778,0.5532936368468,0.0317977963755744,0.562160715742879,0.311039946905778,9,0.290322580645161
2023-01-03,2022-12-30,515050.SH,华夏中证5G通信主题ETF,931079.CSI,中证5G通信主题指数,60,2022-10-11,2023-01-03,624.5674,694.8888,0.000875738001571581,0.112592171797631,0.12544948688308,0.220603797876504,0.0248382607097213,0.897510022520602,0.197994119600271,10,0.32258064516129
