日期,指数池日期,ETF代码,ETF名称,对标指数代码,对标指数,趋势窗口,窗口起始日,窗口结束日,窗口起始收盘价,窗口结束收盘价,log价格回归斜率,窗口收益率,窗口波动率,R平方,趋势质量因子,风险调整趋势得分,因子排名,排名百分比
2025-01-02,2024-12-31,517520.SH,黄金股ETF永赢,931238.CSI,中证沪深港黄金产业股票指数,5,2024-12-26,2025-01-02,1735.4489,1737.3761,-0.00101834749987976,0.00111049077849534,0.0227241206009721,0.0638527620111016,7.09079033947861e-05,0.0488683719821413,1,0.0909090909090909
2025-01-02,2024-12-31,510050.SH,华夏上证50ETF,000016.SH,上证50指数,5,2024-12-26,2025-01-02,2702.5952,2610.342,-0.00757495638763045,-0.0341350417554209,0.0299228083288319,0.556820429190366,-0.0190070886006846,-1.14076998991202,2,0.181818181818182
2025-01-02,2024-12-31,512690.SH,酒ETF,399987.SZ,中证酒指数,5,2024-12-26,2025-01-02,5984.8214,5777.6396,-0.00812594641281736,-0.0346178751466166,0.0249923188382428,0.740201331857319,-0.025624197289596,-1.38514058542039,3,0.272727272727273
2025-01-02,2024-12-31,512400.SH,南方中证申万有色金属ETF,000819.SH,中证申万有色金属指数,5,2024-12-26,2025-01-02,4856.4873,4691.6694,-0.00894746622628104,-0.0339376775473087,0.0259543333156876,0.781972321109915,-0.0265383244847488,-1.3075919590967,4,0.363636363636364
2025-01-02,2024-12-31,510300.SH,华泰柏瑞沪深300ETF,000300.SH,沪深300指数,5,2024-12-26,2025-01-02,3987.4801,3820.3952,-0.00972637264299348,-0.0419023783968226,0.0301431059935148,0.666717959802439,-0.0279370682355994,-1.39011482114145,5,0.454545454545455
2025-01-02,2024-12-31,516110.SH,国泰中证800汽车与零部件ETF,H30015.CSI,中证800汽车与零部件指数,5,2024-12-26,2025-01-02,9249.6404,8793.2554,-0.0112824003597661,-0.0493408370772987,0.0395382678097509,0.609397463017191,-0.0300681809380504,-1.24792611843077,6,0.545454545454545
2025-01-02,2024-12-31,512200.SH,南方中证全指房地产ETF,931775.CSI,中证全指房地产指数,5,2024-12-26,2025-01-02,2986.9128,2872.8417,-0.0110729283450285,-0.0381903013706996,0.0260131126864957,0.812199102563215,-0.0310181284999009,-1.46811732340381,7,0.636363636363636
2025-01-02,2024-12-31,512100.SH,南方中证1000ETF,000852.SH,中证1000指数,5,2024-12-26,2025-01-02,6160.4518,5797.089,-0.0156853561476453,-0.0589831414637478,0.0323971224679991,0.81291051202083,-0.0479480157278923,-1.82062902413662,8,0.727272727272727
2025-01-02,2024-12-31,512880.SH,国泰中证全指证券公司ETF,399975.SZ,中证全指证券公司指数,5,2024-12-26,2025-01-02,855.7492,787.4967,-0.0202700756499538,-0.0797575972025448,0.0668185905690232,0.624425916930531,-0.049802710765375,-1.19364381264755,9,0.818181818181818
2025-01-02,2024-12-31,159915.SZ,易方达创业板ETF,399006.SZ,创业板指数,5,2024-12-26,2025-01-02,2209.8464,2060.4422,-0.0169134098734818,-0.0676084093446494,0.038589358666163,0.777873441088984,-0.0525907860234751,-1.75199618966282,10,0.909090909090909
