月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2024-04-30,2024-01-30,930839.CSI,中证港股通高股息精选指数,2603.6999,-0.0223475652353134
2024-04-30,2024-01-31,930839.CSI,中证港股通高股息精选指数,2585.9738,-0.00680804266267399
2024-04-30,2024-02-01,930839.CSI,中证港股通高股息精选指数,2597.1729,0.00433070899635557
2024-04-30,2024-02-02,930839.CSI,中证港股通高股息精选指数,2583.5615,-0.00524085246692674
2024-04-30,2024-02-05,930839.CSI,中证港股通高股息精选指数,2580.7626,-0.00108334947706867
2024-04-30,2024-02-06,930839.CSI,中证港股通高股息精选指数,2649.2608,0.0265418446470047
2024-04-30,2024-02-07,930839.CSI,中证港股通高股息精选指数,2649.073,-7.08876981836415e-05
2024-04-30,2024-02-08,930839.CSI,中证港股通高股息精选指数,2640.7303,-0.00314929033665723
2024-04-30,2024-02-09,930839.CSI,中证港股通高股息精选指数,2562.5423,-0.0296084761098095
2024-04-30,2024-02-14,930839.CSI,中证港股通高股息精选指数,2578.8257,0.00635439266700089
2024-04-30,2024-02-15,930839.CSI,中证港股通高股息精选指数,2585.2287,0.0024829130561248
2024-04-30,2024-02-16,930839.CSI,中证港股通高股息精选指数,2647.1328,0.0239453089778865
2024-04-30,2024-02-19,930839.CSI,中证港股通高股息精选指数,2680.6944,0.0126784723456261
2024-04-30,2024-02-20,930839.CSI,中证港股通高股息精选指数,2714.091,0.0124581899376519
2024-04-30,2024-02-21,930839.CSI,中证港股通高股息精选指数,2744.9789,0.0113805690376632
2024-04-30,2024-02-22,930839.CSI,中证港股通高股息精选指数,2839.9545,0.0345997559398361
2024-04-30,2024-02-23,930839.CSI,中证港股通高股息精选指数,2846.7118,0.0023793691060896
2024-04-30,2024-02-26,930839.CSI,中证港股通高股息精选指数,2829.209,-0.00614842710807617
2024-04-30,2024-02-27,930839.CSI,中证港股通高股息精选指数,2813.2189,-0.00565179171987651
2024-04-30,2024-02-28,930839.CSI,中证港股通高股息精选指数,2784.3845,-0.0102496112193757
2024-04-30,2024-02-29,930839.CSI,中证港股通高股息精选指数,2797.6766,0.00477380189409882
2024-04-30,2024-03-01,930839.CSI,中证港股通高股息精选指数,2813.7974,0.00576220997094512
2024-04-30,2024-03-04,930839.CSI,中证港股通高股息精选指数,2840.6707,0.00955054546571121
2024-04-30,2024-03-05,930839.CSI,中证港股通高股息精选指数,2789.4359,-0.0180361630793743
2024-04-30,2024-03-06,930839.CSI,中证港股通高股息精选指数,2818.5216,0.010427090294493
2024-04-30,2024-03-07,930839.CSI,中证港股通高股息精选指数,2821.7657,0.00115099348537906
2024-04-30,2024-03-08,930839.CSI,中证港股通高股息精选指数,2882.8312,0.0216408825155114
2024-04-30,2024-03-11,930839.CSI,中证港股通高股息精选指数,2867.3656,-0.00536472617612849
2024-04-30,2024-03-12,930839.CSI,中证港股通高股息精选指数,2909.2103,0.0145934302901591
2024-04-30,2024-03-13,930839.CSI,中证港股通高股息精选指数,2902.88,-0.00217595132259774
2024-04-30,2024-03-14,930839.CSI,中证港股通高股息精选指数,2907.6571,0.00164564156975144
2024-04-30,2024-03-15,930839.CSI,中证港股通高股息精选指数,2877.8795,-0.010241097548951
2024-04-30,2024-03-18,930839.CSI,中证港股通高股息精选指数,2873.4023,-0.00155572879267518
2024-04-30,2024-03-19,930839.CSI,中证港股通高股息精选指数,2833.4826,-0.0138928335931242
2024-04-30,2024-03-20,930839.CSI,中证港股通高股息精选指数,2851.3527,0.00630676186259271
2024-04-30,2024-03-21,930839.CSI,中证港股通高股息精选指数,2876.7456,0.00890556261244013
2024-04-30,2024-03-22,930839.CSI,中证港股通高股息精选指数,2749.3508,-0.0442843468675158
2024-04-30,2024-03-25,930839.CSI,中证港股通高股息精选指数,2733.7577,-0.00567155708176637
2024-04-30,2024-03-26,930839.CSI,中证港股通高股息精选指数,2696.1204,-0.0137676063975971
2024-04-30,2024-03-27,930839.CSI,中证港股通高股息精选指数,2706.1343,0.00371418872836693
2024-04-30,2024-03-28,930839.CSI,中证港股通高股息精选指数,2679.2717,-0.0099265583382171
2024-04-30,2024-04-02,930839.CSI,中证港股通高股息精选指数,2752.3088,0.0272600572760127
2024-04-30,2024-04-03,930839.CSI,中证港股通高股息精选指数,2758.5551,0.00226947644828224
2024-04-30,2024-04-05,930839.CSI,中证港股通高股息精选指数,2716.4361,-0.0152685005276857
2024-04-30,2024-04-08,930839.CSI,中证港股通高股息精选指数,2756.0721,0.0145911770205085
2024-04-30,2024-04-09,930839.CSI,中证港股通高股息精选指数,2763.7277,0.00277772123595743
2024-04-30,2024-04-10,930839.CSI,中证港股通高股息精选指数,2822.1363,0.0211339923249314
2024-04-30,2024-04-11,930839.CSI,中证港股通高股息精选指数,2828.5557,0.00227465980292996
2024-04-30,2024-04-12,930839.CSI,中证港股通高股息精选指数,2808.8677,-0.00696044274468421
2024-04-30,2024-04-15,930839.CSI,中证港股通高股息精选指数,2806.1121,-0.00098103588146925
2024-04-30,2024-04-16,930839.CSI,中证港股通高股息精选指数,2764.164,-0.0149488325858399
2024-04-30,2024-04-17,930839.CSI,中证港股通高股息精选指数,2760.3717,-0.00137195188129213
