月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2022-10-31,2022-07-29,000819.SH,中证申万有色金属指数,6266.479,-0.00390497897217523
2022-10-31,2022-08-01,000819.SH,中证申万有色金属指数,6356.0729,0.0142973270954869
2022-10-31,2022-08-02,000819.SH,中证申万有色金属指数,6146.3054,-0.0330026894436658
2022-10-31,2022-08-03,000819.SH,中证申万有色金属指数,6080.3765,-0.0107265903187954
2022-10-31,2022-08-04,000819.SH,中证申万有色金属指数,6144.0612,0.010473808653132
2022-10-31,2022-08-05,000819.SH,中证申万有色金属指数,6294.6936,0.0245167479777055
2022-10-31,2022-08-08,000819.SH,中证申万有色金属指数,6342.9657,0.00766869732944597
2022-10-31,2022-08-09,000819.SH,中证申万有色金属指数,6405.9026,0.00992231441516389
2022-10-31,2022-08-10,000819.SH,中证申万有色金属指数,6394.2357,-0.00182127339869331
2022-10-31,2022-08-11,000819.SH,中证申万有色金属指数,6413.8712,0.00307081266960485
2022-10-31,2022-08-12,000819.SH,中证申万有色金属指数,6424.5149,0.00165948140648675
2022-10-31,2022-08-15,000819.SH,中证申万有色金属指数,6529.0426,0.0162701311502911
2022-10-31,2022-08-16,000819.SH,中证申万有色金属指数,6447.4015,-0.0125042988691787
2022-10-31,2022-08-17,000819.SH,中证申万有色金属指数,6371.7561,-0.0117326957224551
2022-10-31,2022-08-18,000819.SH,中证申万有色金属指数,6326.7113,-0.00706944824834077
2022-10-31,2022-08-19,000819.SH,中证申万有色金属指数,6189.6077,-0.0216705952743569
2022-10-31,2022-08-22,000819.SH,中证申万有色金属指数,6417.4301,0.0368072438581204
2022-10-31,2022-08-23,000819.SH,中证申万有色金属指数,6392.1718,-0.00393589016263685
2022-10-31,2022-08-24,000819.SH,中证申万有色金属指数,6225.1483,-0.026129382192137
2022-10-31,2022-08-25,000819.SH,中证申万有色金属指数,6200.6502,-0.00393534399815021
2022-10-31,2022-08-26,000819.SH,中证申万有色金属指数,6252.7951,0.00840958582053219
2022-10-31,2022-08-29,000819.SH,中证申万有色金属指数,6205.4311,-0.00757485240480704
2022-10-31,2022-08-30,000819.SH,中证申万有色金属指数,6158.9799,-0.00748557179210319
2022-10-31,2022-08-31,000819.SH,中证申万有色金属指数,5956.7788,-0.0328302906135479
2022-10-31,2022-09-01,000819.SH,中证申万有色金属指数,5888.6002,-0.011445548389341
2022-10-31,2022-09-02,000819.SH,中证申万有色金属指数,5833.6599,-0.00932994228407635
2022-10-31,2022-09-05,000819.SH,中证申万有色金属指数,5856.2618,0.00387439452889615
2022-10-31,2022-09-06,000819.SH,中证申万有色金属指数,6043.8498,0.0320320379119663
2022-10-31,2022-09-07,000819.SH,中证申万有色金属指数,6122.2973,0.0129797236192071
2022-10-31,2022-09-08,000819.SH,中证申万有色金属指数,6078.2153,-0.00720023838110584
2022-10-31,2022-09-09,000819.SH,中证申万有色金属指数,6214.5677,0.0224329664663243
2022-10-31,2022-09-13,000819.SH,中证申万有色金属指数,6257.5476,0.00691599192008163
2022-10-31,2022-09-14,000819.SH,中证申万有色金属指数,6175.8403,-0.0130573996752338
2022-10-31,2022-09-15,000819.SH,中证申万有色金属指数,5976.7848,-0.0322313224323497
2022-10-31,2022-09-16,000819.SH,中证申万有色金属指数,5762.0893,-0.0359215710761412
